"","problem","num_tests","treatment_a","treatment_b","p_value","p_value_adj","a_solutions","b_solutions","significant_at_0_05"
"1","smallest","100","full","downsampled",0.304389222506811,1,"137","29",FALSE
"2","smallest","100","full","cohort",0.359843967495835,1,"137","27",FALSE
"3","smallest","100","cohort","downsampled",0.954232531107927,1,"27","29",FALSE
"4","smallest","50","full","downsampled",0.761967529597881,1,"137","36",FALSE
"5","smallest","50","full","cohort",0.489060505389784,1,"137","36",FALSE
"6","smallest","50","cohort","downsampled",0.817407523864834,1,"36","36",FALSE
"7","smallest","25","full","downsampled",0.466732011471137,1,"137","40",FALSE
"8","smallest","25","full","cohort",0.453378796528323,1,"137","43",FALSE
"9","smallest","25","cohort","downsampled",0.732518565290124,1,"43","40",FALSE
"10","smallest","10","full","downsampled",0.024393122418042,0.317110591434546,"137","49",FALSE
"11","smallest","10","full","cohort",0.784073610295724,1,"137","42",FALSE
"12","smallest","10","cohort","downsampled",0.0285707160537499,0.342848592644999,"42","49",FALSE
"13","smallest","5","full","downsampled",0.0818570624428369,0.900427686871206,"137","50",FALSE
"14","smallest","5","full","cohort",0.000185394210715487,0.00259551895001682,"137","46",TRUE
"15","smallest","5","cohort","downsampled",2.13624324196181e-05,0.000320436486294272,"46","50",TRUE
"16","median","100","full","downsampled",0.0880011856691914,0.880011856691914,"176","28",FALSE
"17","median","100","full","cohort",0.828650969654212,1,"176","33",FALSE
"18","median","100","cohort","downsampled",0.21057061909596,1,"33","28",FALSE
"19","median","50","full","downsampled",0.49264516348902,1,"176","38",FALSE
"20","median","50","full","cohort",0.9299029511581,1,"176","36",FALSE
"21","median","50","cohort","downsampled",0.404968932089885,1,"36","38",FALSE
"22","median","25","full","downsampled",0.311141221351256,1,"176","42",FALSE
"23","median","25","full","cohort",0.422026675918903,1,"176","47",FALSE
"24","median","25","cohort","downsampled",0.824384951156129,1,"47","42",FALSE
"25","median","10","full","downsampled",0.0172019042611452,0.189220946872597,"176","50",FALSE
"26","median","10","full","cohort",0.0151137778168238,0.181365333801886,"176","43",FALSE
"27","median","10","cohort","downsampled",0.000134434043333766,0.00201651065000649,"43","50",TRUE
"28","median","5","full","downsampled",0.371730196064016,1,"176","48",FALSE
"29","median","5","full","cohort",0.00854575227142955,0.111094779528584,"176","46",FALSE
"30","median","5","cohort","downsampled",0.00556935032411427,0.0779709045375998,"46","48",FALSE
"31","grade","100","full","downsampled",0.88178005709942,1,"54","11",FALSE
"32","grade","100","full","cohort",0.60048869909506,1,"54","12",FALSE
"33","grade","100","cohort","downsampled",0.622374656818193,1,"12","11",FALSE
"34","grade","50","full","downsampled",0.393301605453885,1,"54","31",FALSE
"35","grade","50","full","cohort",0.00347817287806478,0.0452162474148421,"54","30",TRUE
"36","grade","50","cohort","downsampled",0.109302880968155,0.903854885070051,"30","31",FALSE
"37","grade","25","full","downsampled",0.797074824518844,1,"54","44",FALSE
"38","grade","25","full","cohort",0.0694487930439237,0.694487930439237,"54","43",FALSE
"39","grade","25","cohort","downsampled",0.100428320563339,0.903854885070051,"43","44",FALSE
"40","grade","10","full","downsampled",0.814473895764416,1,"54","48",FALSE
"41","grade","10","full","cohort",0.001622646223876,0.02433969335814,"54","45",TRUE
"42","grade","10","cohort","downsampled",0.022186496973878,0.266237963686536,"45","48",FALSE
"43","grade","5","full","downsampled",0.637143536710464,1,"54","50",FALSE
"44","grade","5","full","cohort",0.0018653499144788,0.0261148988027032,"54","48",TRUE
"45","grade","5","cohort","downsampled",0.0536615340120277,0.590276874132305,"48","50",FALSE
"46","for-loop-index","100","full","downsampled",0.0562922940987,0.4503383527896,"125","25",FALSE
"47","for-loop-index","100","full","cohort",0.921066962691002,1,"125","28",FALSE
"48","for-loop-index","100","cohort","downsampled",0.116874726970634,0.818123088794438,"28","25",FALSE
"49","for-loop-index","50","full","downsampled",0.781579510887686,1,"125","34",FALSE
"50","for-loop-index","50","full","cohort",0.704064323806845,1,"125","28",FALSE
"51","for-loop-index","50","cohort","downsampled",0.932364060111123,1,"28","34",FALSE
"52","for-loop-index","25","full","downsampled",0.00157817873699546,0.0207675793481257,"125","37",TRUE
"53","for-loop-index","25","full","cohort",0.00148339852486612,0.0207675793481257,"125","28",TRUE
"54","for-loop-index","25","cohort","downsampled",0.000106633738216335,0.00159950607324503,"28","37",TRUE
"55","for-loop-index","10","full","downsampled",0.134914490419521,0.818123088794438,"125","33",FALSE
"56","for-loop-index","10","full","cohort",0.0455287605153414,0.409758844638073,"125","38",FALSE
"57","for-loop-index","10","cohort","downsampled",0.0272597854894769,0.27752513056602,"38","33",FALSE
"58","for-loop-index","5","full","downsampled",0.429857088165692,1,"125","45",FALSE
"59","for-loop-index","5","full","cohort",0.0107091009762951,0.128509211715541,"125","34",FALSE
"60","for-loop-index","5","cohort","downsampled",0.0252295573241836,0.27752513056602,"34","45",FALSE
