treatment,num_tests,dilution,finished,solution_found,max_gen,max_score,max_actual_score,replicate_id,seed,directory
downsampled,10,0_00000,False,True,1039,10,10,13,51113,downsampled/10/0_00000/51113/
downsampled,10,0_00000,False,True,1053,10,10,14,51114,downsampled/10/0_00000/51114/
downsampled,10,0_00000,False,True,204,10,10,15,51115,downsampled/10/0_00000/51115/
downsampled,10,0_00000,False,True,267,10,10,16,51116,downsampled/10/0_00000/51116/
downsampled,10,0_00000,False,True,75,10,10,17,51117,downsampled/10/0_00000/51117/
downsampled,10,0_00000,False,True,1331,10,10,18,51118,downsampled/10/0_00000/51118/
downsampled,10,0_00000,False,True,314,10,10,19,51119,downsampled/10/0_00000/51119/
downsampled,10,0_00000,False,True,1230,10,10,20,51120,downsampled/10/0_00000/51120/
downsampled,10,0_00000,False,True,388,10,10,21,51121,downsampled/10/0_00000/51121/
downsampled,10,0_00000,False,True,539,10,10,22,51122,downsampled/10/0_00000/51122/
downsampled,10,0_00000,False,True,72,10,10,23,51123,downsampled/10/0_00000/51123/
downsampled,10,0_00000,False,True,623,10,10,24,51124,downsampled/10/0_00000/51124/
downsampled,10,0_00000,False,True,247,10,10,25,51125,downsampled/10/0_00000/51125/
downsampled,10,0_00000,False,True,364,10,10,26,51126,downsampled/10/0_00000/51126/
downsampled,10,0_00000,False,True,207,10,10,27,51127,downsampled/10/0_00000/51127/
downsampled,10,0_00000,False,True,324,10,10,28,51128,downsampled/10/0_00000/51128/
downsampled,10,0_00000,False,True,793,10,10,29,51129,downsampled/10/0_00000/51129/
downsampled,10,0_00000,False,True,81,10,10,30,51130,downsampled/10/0_00000/51130/
downsampled,10,0_00000,False,True,226,10,10,31,51131,downsampled/10/0_00000/51131/
downsampled,10,0_00000,False,True,290,10,10,32,51132,downsampled/10/0_00000/51132/
downsampled,10,0_00000,False,True,650,10,10,33,51133,downsampled/10/0_00000/51133/
downsampled,10,0_00000,False,True,796,10,10,34,51134,downsampled/10/0_00000/51134/
downsampled,10,0_00000,False,True,1023,10,10,35,51135,downsampled/10/0_00000/51135/
downsampled,10,0_00000,False,True,896,10,10,36,51136,downsampled/10/0_00000/51136/
downsampled,10,0_00000,False,True,340,10,10,37,51137,downsampled/10/0_00000/51137/
downsampled,10,0_00000,False,True,829,10,10,38,51138,downsampled/10/0_00000/51138/
downsampled,10,0_00000,False,True,654,10,10,39,51139,downsampled/10/0_00000/51139/
downsampled,10,0_00000,False,True,946,10,10,40,51140,downsampled/10/0_00000/51140/
downsampled,10,0_00000,False,True,530,10,10,41,51141,downsampled/10/0_00000/51141/
downsampled,10,0_00000,False,True,481,10,10,42,51142,downsampled/10/0_00000/51142/
downsampled,10,0_00000,False,True,1276,10,10,43,51143,downsampled/10/0_00000/51143/
downsampled,10,0_00000,False,True,444,10,10,44,51144,downsampled/10/0_00000/51144/
downsampled,10,0_00000,False,True,961,10,10,45,51145,downsampled/10/0_00000/51145/
downsampled,10,0_00000,False,True,448,10,10,46,51146,downsampled/10/0_00000/51146/
downsampled,10,0_00000,False,True,168,10,10,47,51147,downsampled/10/0_00000/51147/
downsampled,10,0_00000,False,True,1148,10,10,48,51148,downsampled/10/0_00000/51148/
downsampled,10,0_00000,False,True,1063,10,10,49,51149,downsampled/10/0_00000/51149/
downsampled,10,0_00000,False,True,1087,10,10,50,51150,downsampled/10/0_00000/51150/
downsampled,5,0_00000,False,True,835,5,5,1,52101,downsampled/5/0_00000/52101/
downsampled,5,0_00000,False,True,764,5,5,2,52102,downsampled/5/0_00000/52102/
downsampled,5,0_00000,False,True,480,5,5,3,52103,downsampled/5/0_00000/52103/
downsampled,5,0_00000,False,True,4167,5,5,4,52104,downsampled/5/0_00000/52104/
downsampled,5,0_00000,False,False,2043,5,5,5,52105,downsampled/5/0_00000/52105/
downsampled,5,0_00000,False,True,561,5,5,6,52106,downsampled/5/0_00000/52106/
downsampled,5,0_00000,False,True,618,5,5,7,52107,downsampled/5/0_00000/52107/
downsampled,5,0_00000,False,True,586,5,5,8,52108,downsampled/5/0_00000/52108/
downsampled,5,0_00000,False,True,1231,5,5,9,52109,downsampled/5/0_00000/52109/
downsampled,5,0_00000,False,True,573,5,5,10,52110,downsampled/5/0_00000/52110/
downsampled,5,0_00000,False,True,474,5,5,11,52111,downsampled/5/0_00000/52111/
downsampled,5,0_00000,False,True,4519,5,5,12,52112,downsampled/5/0_00000/52112/
downsampled,5,0_00000,False,True,354,5,5,13,52113,downsampled/5/0_00000/52113/
downsampled,5,0_00000,False,True,240,5,5,14,52114,downsampled/5/0_00000/52114/
downsampled,5,0_00000,False,True,881,5,5,15,52115,downsampled/5/0_00000/52115/
downsampled,5,0_00000,False,True,1128,5,5,16,52116,downsampled/5/0_00000/52116/
downsampled,5,0_00000,False,True,1118,5,5,17,52117,downsampled/5/0_00000/52117/
downsampled,5,0_00000,False,True,792,5,5,18,52118,downsampled/5/0_00000/52118/
downsampled,5,0_00000,False,True,898,5,5,19,52119,downsampled/5/0_00000/52119/
downsampled,5,0_00000,False,True,230,5,5,20,52120,downsampled/5/0_00000/52120/
downsampled,5,0_00000,False,True,421,5,5,21,52121,downsampled/5/0_00000/52121/
downsampled,5,0_00000,False,True,249,5,5,22,52122,downsampled/5/0_00000/52122/
downsampled,5,0_00000,False,True,506,5,5,23,52123,downsampled/5/0_00000/52123/
downsampled,5,0_00000,False,True,1788,5,5,24,52124,downsampled/5/0_00000/52124/
downsampled,5,0_00000,False,True,262,5,5,25,52125,downsampled/5/0_00000/52125/
downsampled,5,0_00000,False,True,105,5,5,26,52126,downsampled/5/0_00000/52126/
downsampled,5,0_00000,False,True,582,5,5,27,52127,downsampled/5/0_00000/52127/
downsampled,5,0_00000,False,True,1394,5,5,28,52128,downsampled/5/0_00000/52128/
downsampled,5,0_00000,False,True,1617,5,5,29,52129,downsampled/5/0_00000/52129/
downsampled,5,0_00000,False,True,318,5,5,30,52130,downsampled/5/0_00000/52130/
downsampled,5,0_00000,False,True,650,5,5,31,52131,downsampled/5/0_00000/52131/
downsampled,5,0_00000,False,True,598,5,5,32,52132,downsampled/5/0_00000/52132/
downsampled,5,0_00000,False,True,1104,5,5,33,52133,downsampled/5/0_00000/52133/
downsampled,5,0_00000,False,False,4811,5,5,34,52134,downsampled/5/0_00000/52134/
downsampled,5,0_00000,False,True,658,5,5,35,52135,downsampled/5/0_00000/52135/
downsampled,5,0_00000,False,True,837,5,5,36,52136,downsampled/5/0_00000/52136/
downsampled,5,0_00000,False,True,569,5,5,37,52137,downsampled/5/0_00000/52137/
downsampled,5,0_00000,False,True,991,5,5,38,52138,downsampled/5/0_00000/52138/
downsampled,5,0_00000,False,True,801,5,5,39,52139,downsampled/5/0_00000/52139/
downsampled,5,0_00000,False,True,499,5,5,40,52140,downsampled/5/0_00000/52140/
downsampled,5,0_00000,False,True,143,5,5,41,52141,downsampled/5/0_00000/52141/
downsampled,5,0_00000,False,True,1032,5,5,42,52142,downsampled/5/0_00000/52142/
downsampled,5,0_00000,False,True,1804,5,5,43,52143,downsampled/5/0_00000/52143/
downsampled,5,0_00000,False,True,364,5,5,44,52144,downsampled/5/0_00000/52144/
downsampled,5,0_00000,False,True,666,5,5,45,52145,downsampled/5/0_00000/52145/
downsampled,5,0_00000,False,True,487,5,5,46,52146,downsampled/5/0_00000/52146/
downsampled,5,0_00000,False,True,536,5,5,47,52147,downsampled/5/0_00000/52147/
downsampled,5,0_00000,False,True,2076,5,5,48,52148,downsampled/5/0_00000/52148/
downsampled,5,0_00000,False,True,163,5,5,49,52149,downsampled/5/0_00000/52149/
downsampled,5,0_00000,False,True,335,5,5,50,52150,downsampled/5/0_00000/52150/
