treatment,num_tests,dilution,finished,solution_found,max_gen,max_score,max_actual_score,replicate_id,seed,directory
reduced,50,0_00000,False,True,334,50,50,35,29135,reduced/50/0_00000/29135/
reduced,50,0_00000,False,True,189,50,50,36,29136,reduced/50/0_00000/29136/
reduced,50,0_00000,True,False,600,50,50,37,29137,reduced/50/0_00000/29137/
reduced,50,0_00000,False,True,257,50,50,38,29138,reduced/50/0_00000/29138/
reduced,50,0_00000,False,True,395,50,50,39,29139,reduced/50/0_00000/29139/
reduced,50,0_00000,False,True,399,50,50,40,29140,reduced/50/0_00000/29140/
reduced,50,0_00000,True,False,600,50,50,41,29141,reduced/50/0_00000/29141/
reduced,50,0_00000,False,True,444,49,49,42,29142,reduced/50/0_00000/29142/
reduced,50,0_00000,True,False,600,50,50,43,29143,reduced/50/0_00000/29143/
reduced,50,0_00000,True,False,600,50,50,44,29144,reduced/50/0_00000/29144/
reduced,50,0_00000,False,True,265,50,50,45,29145,reduced/50/0_00000/29145/
reduced,50,0_00000,False,True,259,45,45,46,29146,reduced/50/0_00000/29146/
reduced,50,0_00000,False,True,118,46,46,47,29147,reduced/50/0_00000/29147/
reduced,50,0_00000,False,True,185,50,50,48,29148,reduced/50/0_00000/29148/
reduced,50,0_00000,True,False,600,49,49,49,29149,reduced/50/0_00000/29149/
reduced,50,0_00000,False,True,122,50,50,50,29150,reduced/50/0_00000/29150/
reduced,25,0_00000,False,True,85,22,22,1,30101,reduced/25/0_00000/30101/
reduced,25,0_00000,True,False,1200,25,25,2,30102,reduced/25/0_00000/30102/
reduced,25,0_00000,True,False,1200,25,25,3,30103,reduced/25/0_00000/30103/
reduced,25,0_00000,False,True,121,25,25,4,30104,reduced/25/0_00000/30104/
reduced,25,0_00000,False,True,67,23,23,5,30105,reduced/25/0_00000/30105/
reduced,25,0_00000,False,True,101,25,25,6,30106,reduced/25/0_00000/30106/
reduced,25,0_00000,True,False,1200,25,25,7,30107,reduced/25/0_00000/30107/
reduced,25,0_00000,False,True,187,25,25,8,30108,reduced/25/0_00000/30108/
reduced,25,0_00000,True,False,1200,25,25,9,30109,reduced/25/0_00000/30109/
reduced,25,0_00000,True,False,1200,25,25,10,30110,reduced/25/0_00000/30110/
reduced,25,0_00000,True,False,1200,25,25,11,30111,reduced/25/0_00000/30111/
reduced,25,0_00000,True,False,1200,25,25,12,30112,reduced/25/0_00000/30112/
reduced,25,0_00000,True,False,1200,25,25,13,30113,reduced/25/0_00000/30113/
reduced,25,0_00000,True,False,1200,25,25,14,30114,reduced/25/0_00000/30114/
reduced,25,0_00000,True,False,1200,25,25,15,30115,reduced/25/0_00000/30115/
reduced,25,0_00000,False,True,161,25,25,16,30116,reduced/25/0_00000/30116/
reduced,25,0_00000,False,True,322,25,25,17,30117,reduced/25/0_00000/30117/
reduced,25,0_00000,False,True,100,23,23,18,30118,reduced/25/0_00000/30118/
reduced,25,0_00000,True,False,1200,25,25,19,30119,reduced/25/0_00000/30119/
reduced,25,0_00000,True,False,1200,25,25,20,30120,reduced/25/0_00000/30120/
reduced,25,0_00000,True,False,1200,25,25,21,30121,reduced/25/0_00000/30121/
reduced,25,0_00000,True,False,1200,25,25,22,30122,reduced/25/0_00000/30122/
reduced,25,0_00000,False,True,386,25,25,23,30123,reduced/25/0_00000/30123/
reduced,25,0_00000,False,True,220,25,25,24,30124,reduced/25/0_00000/30124/
reduced,25,0_00000,True,False,1200,25,25,25,30125,reduced/25/0_00000/30125/
reduced,25,0_00000,True,False,1200,25,25,26,30126,reduced/25/0_00000/30126/
reduced,25,0_00000,True,False,1200,25,25,27,30127,reduced/25/0_00000/30127/
reduced,25,0_00000,True,False,1200,25,25,28,30128,reduced/25/0_00000/30128/
reduced,25,0_00000,True,False,1200,25,25,29,30129,reduced/25/0_00000/30129/
reduced,25,0_00000,False,True,86,25,25,30,30130,reduced/25/0_00000/30130/
reduced,25,0_00000,True,False,1200,25,25,31,30131,reduced/25/0_00000/30131/
reduced,25,0_00000,False,True,161,25,25,32,30132,reduced/25/0_00000/30132/
reduced,25,0_00000,True,False,1200,25,25,33,30133,reduced/25/0_00000/30133/
reduced,25,0_00000,True,False,1200,25,25,34,30134,reduced/25/0_00000/30134/
reduced,25,0_00000,True,False,1200,25,25,35,30135,reduced/25/0_00000/30135/
reduced,25,0_00000,True,False,1200,25,25,36,30136,reduced/25/0_00000/30136/
reduced,25,0_00000,True,False,1200,25,25,37,30137,reduced/25/0_00000/30137/
reduced,25,0_00000,True,False,1200,25,25,38,30138,reduced/25/0_00000/30138/
reduced,25,0_00000,True,False,1200,25,25,39,30139,reduced/25/0_00000/30139/
reduced,25,0_00000,False,True,77,24,24,40,30140,reduced/25/0_00000/30140/
reduced,25,0_00000,False,True,120,25,25,41,30141,reduced/25/0_00000/30141/
reduced,25,0_00000,True,False,1200,25,25,42,30142,reduced/25/0_00000/30142/
reduced,25,0_00000,True,False,1200,25,25,43,30143,reduced/25/0_00000/30143/
reduced,25,0_00000,True,False,1200,25,25,44,30144,reduced/25/0_00000/30144/
reduced,25,0_00000,False,True,179,25,25,45,30145,reduced/25/0_00000/30145/
reduced,25,0_00000,False,True,1096,25,25,46,30146,reduced/25/0_00000/30146/
reduced,25,0_00000,False,True,769,25,25,47,30147,reduced/25/0_00000/30147/
reduced,25,0_00000,True,False,1200,25,25,48,30148,reduced/25/0_00000/30148/
reduced,25,0_00000,True,False,1200,25,25,49,30149,reduced/25/0_00000/30149/
reduced,25,0_00000,True,False,1200,25,25,50,30150,reduced/25/0_00000/30150/
reduced,10,0_00000,False,True,455,10,10,1,31101,reduced/10/0_00000/31101/
reduced,10,0_00000,True,False,3000,10,10,2,31102,reduced/10/0_00000/31102/
reduced,10,0_00000,True,False,3000,10,10,3,31103,reduced/10/0_00000/31103/
reduced,10,0_00000,True,False,3000,10,10,4,31104,reduced/10/0_00000/31104/
reduced,10,0_00000,True,False,3000,10,10,5,31105,reduced/10/0_00000/31105/
reduced,10,0_00000,True,False,3000,10,10,6,31106,reduced/10/0_00000/31106/
reduced,10,0_00000,False,False,2768,10,10,7,31107,reduced/10/0_00000/31107/
reduced,10,0_00000,True,False,3000,10,10,8,31108,reduced/10/0_00000/31108/
reduced,10,0_00000,True,False,3000,10,10,9,31109,reduced/10/0_00000/31109/
reduced,10,0_00000,False,True,126,10,10,10,31110,reduced/10/0_00000/31110/
reduced,10,0_00000,True,False,3000,10,10,11,31111,reduced/10/0_00000/31111/
reduced,10,0_00000,True,False,3000,10,10,12,31112,reduced/10/0_00000/31112/
reduced,10,0_00000,True,False,3000,10,10,13,31113,reduced/10/0_00000/31113/
reduced,10,0_00000,False,True,1812,10,10,14,31114,reduced/10/0_00000/31114/
reduced,10,0_00000,True,False,3000,10,10,15,31115,reduced/10/0_00000/31115/
reduced,10,0_00000,True,False,3000,10,10,16,31116,reduced/10/0_00000/31116/
reduced,10,0_00000,True,False,3000,10,10,17,31117,reduced/10/0_00000/31117/
reduced,10,0_00000,True,False,3000,10,10,18,31118,reduced/10/0_00000/31118/
reduced,10,0_00000,True,False,3000,10,10,19,31119,reduced/10/0_00000/31119/
reduced,10,0_00000,True,False,3000,10,10,20,31120,reduced/10/0_00000/31120/
reduced,10,0_00000,False,True,1216,10,10,21,31121,reduced/10/0_00000/31121/
reduced,10,0_00000,True,False,3000,10,10,22,31122,reduced/10/0_00000/31122/
reduced,10,0_00000,True,False,3000,10,10,23,31123,reduced/10/0_00000/31123/
reduced,10,0_00000,True,False,3000,10,10,24,31124,reduced/10/0_00000/31124/
reduced,10,0_00000,True,False,3000,10,10,25,31125,reduced/10/0_00000/31125/
reduced,10,0_00000,True,False,3000,10,10,26,31126,reduced/10/0_00000/31126/
reduced,10,0_00000,False,True,262,9,9,27,31127,reduced/10/0_00000/31127/
reduced,10,0_00000,True,False,3000,10,10,28,31128,reduced/10/0_00000/31128/
reduced,10,0_00000,True,False,3000,10,10,29,31129,reduced/10/0_00000/31129/
reduced,10,0_00000,True,False,3000,10,10,30,31130,reduced/10/0_00000/31130/
reduced,10,0_00000,True,False,3000,10,10,31,31131,reduced/10/0_00000/31131/
reduced,10,0_00000,True,False,3000,10,10,32,31132,reduced/10/0_00000/31132/
reduced,10,0_00000,True,False,3000,10,10,33,31133,reduced/10/0_00000/31133/
reduced,10,0_00000,True,False,3000,10,10,34,31134,reduced/10/0_00000/31134/
reduced,10,0_00000,True,False,3000,10,10,35,31135,reduced/10/0_00000/31135/
reduced,10,0_00000,True,False,3000,10,10,36,31136,reduced/10/0_00000/31136/
reduced,10,0_00000,True,False,3000,10,10,37,31137,reduced/10/0_00000/31137/
reduced,10,0_00000,True,False,3000,10,10,38,31138,reduced/10/0_00000/31138/
reduced,10,0_00000,True,False,3000,10,10,39,31139,reduced/10/0_00000/31139/
reduced,10,0_00000,True,False,3000,10,10,40,31140,reduced/10/0_00000/31140/
reduced,10,0_00000,False,True,664,10,10,41,31141,reduced/10/0_00000/31141/
reduced,10,0_00000,True,False,3000,10,10,42,31142,reduced/10/0_00000/31142/
reduced,10,0_00000,True,False,3000,10,10,43,31143,reduced/10/0_00000/31143/
reduced,10,0_00000,False,True,2229,10,10,44,31144,reduced/10/0_00000/31144/
reduced,10,0_00000,True,False,3000,10,10,45,31145,reduced/10/0_00000/31145/
reduced,10,0_00000,True,False,3000,10,10,46,31146,reduced/10/0_00000/31146/
reduced,10,0_00000,True,False,3000,10,10,47,31147,reduced/10/0_00000/31147/
reduced,10,0_00000,True,False,3000,10,10,48,31148,reduced/10/0_00000/31148/
reduced,10,0_00000,True,False,3000,10,10,49,31149,reduced/10/0_00000/31149/
reduced,10,0_00000,True,False,3000,10,10,50,31150,reduced/10/0_00000/31150/
reduced,5,0_00000,True,False,6000,5,5,1,32101,reduced/5/0_00000/32101/
reduced,5,0_00000,True,False,6000,5,5,2,32102,reduced/5/0_00000/32102/
reduced,5,0_00000,True,False,6000,5,5,3,32103,reduced/5/0_00000/32103/
reduced,5,0_00000,True,False,6000,5,5,4,32104,reduced/5/0_00000/32104/
reduced,5,0_00000,True,False,6000,5,5,5,32105,reduced/5/0_00000/32105/
reduced,5,0_00000,True,False,6000,5,5,6,32106,reduced/5/0_00000/32106/
reduced,5,0_00000,True,False,6000,5,5,7,32107,reduced/5/0_00000/32107/
reduced,5,0_00000,True,False,6000,5,5,8,32108,reduced/5/0_00000/32108/
reduced,5,0_00000,False,True,3999,5,5,9,32109,reduced/5/0_00000/32109/
reduced,5,0_00000,True,False,6000,5,5,10,32110,reduced/5/0_00000/32110/
reduced,5,0_00000,False,True,3146,5,5,11,32111,reduced/5/0_00000/32111/
reduced,5,0_00000,True,False,6000,5,5,12,32112,reduced/5/0_00000/32112/
reduced,5,0_00000,True,False,6000,5,5,13,32113,reduced/5/0_00000/32113/
reduced,5,0_00000,True,False,6000,5,5,14,32114,reduced/5/0_00000/32114/
reduced,5,0_00000,True,False,6000,5,5,15,32115,reduced/5/0_00000/32115/
reduced,5,0_00000,True,False,6000,5,5,16,32116,reduced/5/0_00000/32116/
reduced,5,0_00000,True,False,6000,5,5,17,32117,reduced/5/0_00000/32117/
reduced,5,0_00000,True,False,6000,5,5,18,32118,reduced/5/0_00000/32118/
reduced,5,0_00000,True,False,6000,5,5,19,32119,reduced/5/0_00000/32119/
reduced,5,0_00000,True,False,6000,5,5,20,32120,reduced/5/0_00000/32120/
reduced,5,0_00000,True,False,6000,5,5,21,32121,reduced/5/0_00000/32121/
reduced,5,0_00000,True,False,6000,5,5,22,32122,reduced/5/0_00000/32122/
reduced,5,0_00000,True,False,6000,5,5,23,32123,reduced/5/0_00000/32123/
reduced,5,0_00000,True,False,6000,5,5,24,32124,reduced/5/0_00000/32124/
reduced,5,0_00000,True,False,6000,5,5,25,32125,reduced/5/0_00000/32125/
reduced,5,0_00000,False,True,2689,5,5,26,32126,reduced/5/0_00000/32126/
reduced,5,0_00000,True,False,6000,5,5,27,32127,reduced/5/0_00000/32127/
reduced,5,0_00000,True,False,6000,5,5,28,32128,reduced/5/0_00000/32128/
reduced,5,0_00000,True,False,6000,5,5,29,32129,reduced/5/0_00000/32129/
reduced,5,0_00000,True,False,6000,5,5,30,32130,reduced/5/0_00000/32130/
reduced,5,0_00000,True,False,6000,5,5,31,32131,reduced/5/0_00000/32131/
reduced,5,0_00000,True,False,6000,5,5,32,32132,reduced/5/0_00000/32132/
reduced,5,0_00000,True,False,6000,5,5,33,32133,reduced/5/0_00000/32133/
reduced,5,0_00000,True,False,6000,5,5,34,32134,reduced/5/0_00000/32134/
reduced,5,0_00000,True,False,6000,5,5,35,32135,reduced/5/0_00000/32135/
reduced,5,0_00000,True,False,6000,5,5,36,32136,reduced/5/0_00000/32136/
reduced,5,0_00000,True,False,6000,5,5,37,32137,reduced/5/0_00000/32137/
reduced,5,0_00000,True,False,6000,5,5,38,32138,reduced/5/0_00000/32138/
reduced,5,0_00000,True,False,6000,5,5,39,32139,reduced/5/0_00000/32139/
reduced,5,0_00000,True,False,6000,5,5,40,32140,reduced/5/0_00000/32140/
reduced,5,0_00000,True,False,6000,5,5,41,32141,reduced/5/0_00000/32141/
reduced,5,0_00000,True,False,6000,5,5,42,32142,reduced/5/0_00000/32142/
reduced,5,0_00000,True,False,6000,5,5,43,32143,reduced/5/0_00000/32143/
reduced,5,0_00000,True,False,6000,5,5,44,32144,reduced/5/0_00000/32144/
reduced,5,0_00000,True,False,6000,5,5,45,32145,reduced/5/0_00000/32145/
reduced,5,0_00000,True,False,6000,5,5,46,32146,reduced/5/0_00000/32146/
reduced,5,0_00000,True,False,6000,5,5,47,32147,reduced/5/0_00000/32147/
reduced,5,0_00000,True,False,6000,5,5,48,32148,reduced/5/0_00000/32148/
reduced,5,0_00000,True,False,6000,5,5,49,32149,reduced/5/0_00000/32149/
reduced,5,0_00000,True,False,6000,5,5,50,32150,reduced/5/0_00000/32150/
downsampled,100,0_00000,False,True,103,100,100,1,48101,downsampled/100/0_00000/48101/
downsampled,100,0_00000,False,True,81,97,97,2,48102,downsampled/100/0_00000/48102/
downsampled,100,0_00000,False,True,136,90,90,3,48103,downsampled/100/0_00000/48103/
downsampled,100,0_00000,True,False,300,98,98,4,48104,downsampled/100/0_00000/48104/
downsampled,100,0_00000,True,False,300,100,100,5,48105,downsampled/100/0_00000/48105/
downsampled,100,0_00000,False,True,173,99,99,6,48106,downsampled/100/0_00000/48106/
downsampled,100,0_00000,True,False,300,100,100,7,48107,downsampled/100/0_00000/48107/
downsampled,100,0_00000,True,False,300,98,98,8,48108,downsampled/100/0_00000/48108/
downsampled,100,0_00000,True,False,300,100,100,9,48109,downsampled/100/0_00000/48109/
downsampled,100,0_00000,False,True,51,100,100,10,48110,downsampled/100/0_00000/48110/
downsampled,100,0_00000,False,True,121,98,98,11,48111,downsampled/100/0_00000/48111/
downsampled,100,0_00000,False,True,133,100,100,12,48112,downsampled/100/0_00000/48112/
downsampled,100,0_00000,False,True,166,97,97,13,48113,downsampled/100/0_00000/48113/
downsampled,100,0_00000,False,True,200,100,100,14,48114,downsampled/100/0_00000/48114/
downsampled,100,0_00000,False,True,237,100,100,15,48115,downsampled/100/0_00000/48115/
downsampled,100,0_00000,True,False,300,100,100,16,48116,downsampled/100/0_00000/48116/
downsampled,100,0_00000,False,True,249,100,100,17,48117,downsampled/100/0_00000/48117/
downsampled,100,0_00000,False,True,128,100,100,18,48118,downsampled/100/0_00000/48118/
downsampled,100,0_00000,True,False,300,98,98,19,48119,downsampled/100/0_00000/48119/
downsampled,100,0_00000,True,False,300,100,100,20,48120,downsampled/100/0_00000/48120/
downsampled,100,0_00000,True,False,300,98,98,21,48121,downsampled/100/0_00000/48121/
downsampled,100,0_00000,False,True,284,97,97,22,48122,downsampled/100/0_00000/48122/
downsampled,100,0_00000,True,False,300,99,99,23,48123,downsampled/100/0_00000/48123/
downsampled,100,0_00000,True,False,300,100,100,24,48124,downsampled/100/0_00000/48124/
downsampled,100,0_00000,False,True,133,100,100,25,48125,downsampled/100/0_00000/48125/
downsampled,100,0_00000,False,True,275,100,100,26,48126,downsampled/100/0_00000/48126/
downsampled,100,0_00000,True,False,300,100,100,27,48127,downsampled/100/0_00000/48127/
downsampled,100,0_00000,True,False,300,98,98,28,48128,downsampled/100/0_00000/48128/
downsampled,100,0_00000,False,True,162,100,100,29,48129,downsampled/100/0_00000/48129/
downsampled,100,0_00000,True,False,300,100,100,30,48130,downsampled/100/0_00000/48130/
downsampled,100,0_00000,True,False,300,95,95,31,48131,downsampled/100/0_00000/48131/
downsampled,100,0_00000,True,False,300,99,99,32,48132,downsampled/100/0_00000/48132/
downsampled,100,0_00000,True,False,300,97,97,33,48133,downsampled/100/0_00000/48133/
downsampled,100,0_00000,True,False,300,98,98,34,48134,downsampled/100/0_00000/48134/
downsampled,100,0_00000,False,True,124,100,100,35,48135,downsampled/100/0_00000/48135/
downsampled,100,0_00000,False,True,149,99,99,36,48136,downsampled/100/0_00000/48136/
downsampled,100,0_00000,True,False,300,95,95,37,48137,downsampled/100/0_00000/48137/
downsampled,100,0_00000,True,False,300,99,99,38,48138,downsampled/100/0_00000/48138/
downsampled,100,0_00000,True,False,300,100,100,39,48139,downsampled/100/0_00000/48139/
downsampled,100,0_00000,False,True,118,95,95,40,48140,downsampled/100/0_00000/48140/
downsampled,100,0_00000,False,True,228,100,100,41,48141,downsampled/100/0_00000/48141/
downsampled,100,0_00000,False,True,194,98,98,42,48142,downsampled/100/0_00000/48142/
downsampled,100,0_00000,True,False,300,95,95,43,48143,downsampled/100/0_00000/48143/
downsampled,100,0_00000,True,False,300,88,88,44,48144,downsampled/100/0_00000/48144/
downsampled,100,0_00000,False,True,97,100,100,45,48145,downsampled/100/0_00000/48145/
downsampled,100,0_00000,True,False,300,100,100,46,48146,downsampled/100/0_00000/48146/
downsampled,100,0_00000,False,True,277,100,100,47,48147,downsampled/100/0_00000/48147/
downsampled,100,0_00000,False,True,62,100,100,48,48148,downsampled/100/0_00000/48148/
downsampled,100,0_00000,False,True,221,100,100,49,48149,downsampled/100/0_00000/48149/
downsampled,100,0_00000,False,True,196,100,100,50,48150,downsampled/100/0_00000/48150/
downsampled,50,0_00000,False,True,343,50,50,1,49101,downsampled/50/0_00000/49101/
downsampled,50,0_00000,False,True,106,50,50,2,49102,downsampled/50/0_00000/49102/
downsampled,50,0_00000,True,False,600,50,50,3,49103,downsampled/50/0_00000/49103/
downsampled,50,0_00000,True,False,600,50,50,4,49104,downsampled/50/0_00000/49104/
downsampled,50,0_00000,False,True,103,49,49,5,49105,downsampled/50/0_00000/49105/
downsampled,50,0_00000,False,True,263,50,50,6,49106,downsampled/50/0_00000/49106/
downsampled,50,0_00000,False,True,203,50,50,7,49107,downsampled/50/0_00000/49107/
downsampled,50,0_00000,True,False,600,50,50,8,49108,downsampled/50/0_00000/49108/
downsampled,50,0_00000,False,True,258,50,50,9,49109,downsampled/50/0_00000/49109/
downsampled,50,0_00000,False,True,174,50,50,10,49110,downsampled/50/0_00000/49110/
downsampled,50,0_00000,False,True,121,50,50,11,49111,downsampled/50/0_00000/49111/
downsampled,50,0_00000,False,True,148,49,49,12,49112,downsampled/50/0_00000/49112/
downsampled,50,0_00000,False,True,280,50,50,13,49113,downsampled/50/0_00000/49113/
downsampled,50,0_00000,True,False,600,50,50,14,49114,downsampled/50/0_00000/49114/
downsampled,50,0_00000,False,True,417,50,50,15,49115,downsampled/50/0_00000/49115/
downsampled,50,0_00000,True,False,600,50,50,16,49116,downsampled/50/0_00000/49116/
downsampled,50,0_00000,False,True,212,50,50,17,49117,downsampled/50/0_00000/49117/
downsampled,50,0_00000,False,True,369,50,50,18,49118,downsampled/50/0_00000/49118/
downsampled,50,0_00000,True,False,600,50,50,19,49119,downsampled/50/0_00000/49119/
downsampled,50,0_00000,False,True,455,50,50,20,49120,downsampled/50/0_00000/49120/
downsampled,50,0_00000,False,True,199,50,50,21,49121,downsampled/50/0_00000/49121/
downsampled,50,0_00000,True,False,600,50,50,22,49122,downsampled/50/0_00000/49122/
downsampled,50,0_00000,False,True,115,50,50,23,49123,downsampled/50/0_00000/49123/
downsampled,50,0_00000,True,False,600,50,50,24,49124,downsampled/50/0_00000/49124/
downsampled,50,0_00000,False,True,348,50,50,25,49125,downsampled/50/0_00000/49125/
downsampled,50,0_00000,True,False,600,50,50,26,49126,downsampled/50/0_00000/49126/
downsampled,50,0_00000,False,True,472,50,50,27,49127,downsampled/50/0_00000/49127/
downsampled,50,0_00000,False,True,555,50,50,28,49128,downsampled/50/0_00000/49128/
downsampled,50,0_00000,False,True,444,50,50,29,49129,downsampled/50/0_00000/49129/
downsampled,50,0_00000,False,True,75,48,48,30,49130,downsampled/50/0_00000/49130/
downsampled,50,0_00000,False,True,293,48,48,31,49131,downsampled/50/0_00000/49131/
downsampled,50,0_00000,True,False,600,50,50,32,49132,downsampled/50/0_00000/49132/
downsampled,50,0_00000,False,True,320,50,50,33,49133,downsampled/50/0_00000/49133/
downsampled,50,0_00000,True,False,600,50,50,34,49134,downsampled/50/0_00000/49134/
downsampled,50,0_00000,False,True,124,50,50,35,49135,downsampled/50/0_00000/49135/
downsampled,50,0_00000,False,True,271,50,50,36,49136,downsampled/50/0_00000/49136/
downsampled,50,0_00000,True,False,600,50,50,37,49137,downsampled/50/0_00000/49137/
downsampled,50,0_00000,False,True,291,50,50,38,49138,downsampled/50/0_00000/49138/
downsampled,50,0_00000,False,True,420,50,50,39,49139,downsampled/50/0_00000/49139/
downsampled,50,0_00000,False,True,65,50,50,40,49140,downsampled/50/0_00000/49140/
downsampled,50,0_00000,False,True,230,50,50,41,49141,downsampled/50/0_00000/49141/
downsampled,50,0_00000,True,False,600,50,50,42,49142,downsampled/50/0_00000/49142/
downsampled,50,0_00000,False,True,178,50,50,43,49143,downsampled/50/0_00000/49143/
downsampled,50,0_00000,False,True,105,50,50,44,49144,downsampled/50/0_00000/49144/
downsampled,50,0_00000,True,False,600,50,50,45,49145,downsampled/50/0_00000/49145/
downsampled,50,0_00000,False,True,104,50,50,46,49146,downsampled/50/0_00000/49146/
downsampled,50,0_00000,True,False,600,50,50,47,49147,downsampled/50/0_00000/49147/
downsampled,50,0_00000,False,True,145,50,50,48,49148,downsampled/50/0_00000/49148/
downsampled,50,0_00000,True,False,600,50,50,49,49149,downsampled/50/0_00000/49149/
downsampled,50,0_00000,False,True,100,50,50,50,49150,downsampled/50/0_00000/49150/
downsampled,25,0_00000,False,True,165,25,25,1,50101,downsampled/25/0_00000/50101/
downsampled,25,0_00000,False,True,49,25,25,2,50102,downsampled/25/0_00000/50102/
downsampled,25,0_00000,False,True,620,25,25,3,50103,downsampled/25/0_00000/50103/
downsampled,25,0_00000,False,True,465,25,25,4,50104,downsampled/25/0_00000/50104/
downsampled,25,0_00000,False,True,353,25,25,5,50105,downsampled/25/0_00000/50105/
downsampled,25,0_00000,False,True,402,25,25,6,50106,downsampled/25/0_00000/50106/
downsampled,25,0_00000,False,True,811,25,25,7,50107,downsampled/25/0_00000/50107/
downsampled,25,0_00000,False,True,1044,25,25,8,50108,downsampled/25/0_00000/50108/
downsampled,25,0_00000,False,True,171,25,25,9,50109,downsampled/25/0_00000/50109/
downsampled,25,0_00000,False,True,38,25,25,10,50110,downsampled/25/0_00000/50110/
downsampled,25,0_00000,False,True,220,25,25,11,50111,downsampled/25/0_00000/50111/
downsampled,25,0_00000,False,True,383,25,25,12,50112,downsampled/25/0_00000/50112/
downsampled,25,0_00000,True,False,1200,25,25,13,50113,downsampled/25/0_00000/50113/
downsampled,25,0_00000,False,True,366,25,25,14,50114,downsampled/25/0_00000/50114/
downsampled,25,0_00000,False,True,264,25,25,15,50115,downsampled/25/0_00000/50115/
downsampled,25,0_00000,False,True,157,25,25,16,50116,downsampled/25/0_00000/50116/
downsampled,25,0_00000,False,True,98,25,25,17,50117,downsampled/25/0_00000/50117/
downsampled,25,0_00000,True,False,1200,25,25,18,50118,downsampled/25/0_00000/50118/
downsampled,25,0_00000,False,True,359,25,25,19,50119,downsampled/25/0_00000/50119/
downsampled,25,0_00000,True,False,1200,25,25,20,50120,downsampled/25/0_00000/50120/
downsampled,25,0_00000,False,True,70,25,25,21,50121,downsampled/25/0_00000/50121/
downsampled,25,0_00000,False,True,245,25,25,22,50122,downsampled/25/0_00000/50122/
downsampled,25,0_00000,True,False,1200,25,25,23,50123,downsampled/25/0_00000/50123/
downsampled,25,0_00000,False,True,341,25,25,24,50124,downsampled/25/0_00000/50124/
downsampled,25,0_00000,True,False,1200,25,25,25,50125,downsampled/25/0_00000/50125/
downsampled,25,0_00000,False,True,260,25,25,26,50126,downsampled/25/0_00000/50126/
downsampled,25,0_00000,False,True,817,25,25,27,50127,downsampled/25/0_00000/50127/
downsampled,25,0_00000,False,True,481,25,25,28,50128,downsampled/25/0_00000/50128/
downsampled,25,0_00000,True,False,1200,25,25,29,50129,downsampled/25/0_00000/50129/
downsampled,25,0_00000,False,True,80,25,25,30,50130,downsampled/25/0_00000/50130/
downsampled,25,0_00000,False,True,294,25,25,31,50131,downsampled/25/0_00000/50131/
downsampled,25,0_00000,False,True,131,25,25,32,50132,downsampled/25/0_00000/50132/
downsampled,25,0_00000,False,True,432,25,25,33,50133,downsampled/25/0_00000/50133/
downsampled,25,0_00000,False,True,127,25,25,34,50134,downsampled/25/0_00000/50134/
downsampled,25,0_00000,True,False,1200,25,25,35,50135,downsampled/25/0_00000/50135/
downsampled,25,0_00000,False,True,173,25,25,36,50136,downsampled/25/0_00000/50136/
downsampled,25,0_00000,False,True,117,24,24,37,50137,downsampled/25/0_00000/50137/
downsampled,25,0_00000,False,True,174,25,25,38,50138,downsampled/25/0_00000/50138/
downsampled,25,0_00000,False,True,305,25,25,39,50139,downsampled/25/0_00000/50139/
downsampled,25,0_00000,False,True,160,25,25,40,50140,downsampled/25/0_00000/50140/
downsampled,25,0_00000,False,True,166,25,25,41,50141,downsampled/25/0_00000/50141/
downsampled,25,0_00000,False,True,154,25,25,42,50142,downsampled/25/0_00000/50142/
downsampled,25,0_00000,False,True,832,25,25,43,50143,downsampled/25/0_00000/50143/
downsampled,25,0_00000,False,True,443,25,25,44,50144,downsampled/25/0_00000/50144/
downsampled,25,0_00000,False,True,340,25,25,45,50145,downsampled/25/0_00000/50145/
downsampled,25,0_00000,False,True,567,25,25,46,50146,downsampled/25/0_00000/50146/
downsampled,25,0_00000,False,True,222,25,25,47,50147,downsampled/25/0_00000/50147/
downsampled,25,0_00000,False,True,1177,25,25,48,50148,downsampled/25/0_00000/50148/
downsampled,25,0_00000,False,True,406,25,25,49,50149,downsampled/25/0_00000/50149/
downsampled,25,0_00000,False,True,149,25,25,50,50150,downsampled/25/0_00000/50150/
downsampled,10,0_00000,False,True,270,10,10,1,51101,downsampled/10/0_00000/51101/
downsampled,10,0_00000,False,True,1053,10,10,2,51102,downsampled/10/0_00000/51102/
downsampled,10,0_00000,False,True,117,10,10,3,51103,downsampled/10/0_00000/51103/
downsampled,10,0_00000,False,True,1328,10,10,4,51104,downsampled/10/0_00000/51104/
downsampled,10,0_00000,False,True,290,10,10,5,51105,downsampled/10/0_00000/51105/
downsampled,10,0_00000,False,True,725,10,10,6,51106,downsampled/10/0_00000/51106/
downsampled,10,0_00000,False,True,471,10,10,7,51107,downsampled/10/0_00000/51107/
downsampled,10,0_00000,False,True,1057,10,10,8,51108,downsampled/10/0_00000/51108/
downsampled,10,0_00000,False,False,2845,10,10,9,51109,downsampled/10/0_00000/51109/
downsampled,10,0_00000,False,True,403,10,10,10,51110,downsampled/10/0_00000/51110/
downsampled,10,0_00000,False,True,259,10,10,11,51111,downsampled/10/0_00000/51111/
downsampled,10,0_00000,False,True,1483,10,10,12,51112,downsampled/10/0_00000/51112/
