"","problem","treatment","num_tests","dilution","finished","solution_found","first_gen_found","max_gen","max_score","max_actual_score","solved_all_training","overfit_prog_id","replicate_id","seed","directory","found"
"753","smallest","cohort",10,"0_00000","False","False",-1,2410,10,10,"False",-1,2,141102,"smallest/cohort/10/0_00000/141102/",FALSE
