problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,solved_all_training,replicate_id,seed,directory
smallest,reduced,10,0_75000,True,False,-1,3000,10,10,False,24,131324,smallest/reduced/10/0_75000/131324/
smallest,reduced,10,0_75000,True,False,-1,3000,10,6,False,25,131325,smallest/reduced/10/0_75000/131325/
smallest,reduced,10,0_75000,True,False,-1,3000,10,5,False,26,131326,smallest/reduced/10/0_75000/131326/
smallest,reduced,10,0_75000,True,False,-1,3000,9,6,False,27,131327,smallest/reduced/10/0_75000/131327/
smallest,reduced,10,0_75000,True,False,-1,3000,10,9,False,28,131328,smallest/reduced/10/0_75000/131328/
smallest,reduced,10,0_75000,True,False,-1,3000,9,5,False,29,131329,smallest/reduced/10/0_75000/131329/
smallest,reduced,10,0_75000,True,False,-1,3000,10,10,False,30,131330,smallest/reduced/10/0_75000/131330/
smallest,reduced,10,0_75000,True,False,-1,3000,10,9,False,31,131331,smallest/reduced/10/0_75000/131331/
smallest,reduced,10,0_75000,False,True,1745,1744,10,9,True,32,131332,smallest/reduced/10/0_75000/131332/
smallest,reduced,10,0_75000,True,False,-1,3000,10,6,False,33,131333,smallest/reduced/10/0_75000/131333/
smallest,reduced,10,0_75000,True,False,-1,3000,10,9,False,34,131334,smallest/reduced/10/0_75000/131334/
smallest,reduced,10,0_75000,True,False,-1,3000,10,7,False,35,131335,smallest/reduced/10/0_75000/131335/
smallest,reduced,10,0_75000,True,False,-1,3000,10,6,False,36,131336,smallest/reduced/10/0_75000/131336/
smallest,reduced,10,0_75000,True,False,-1,3000,10,9,False,37,131337,smallest/reduced/10/0_75000/131337/
smallest,reduced,10,0_75000,True,False,-1,3000,10,5,False,38,131338,smallest/reduced/10/0_75000/131338/
smallest,reduced,10,0_75000,True,False,-1,3000,10,8,False,39,131339,smallest/reduced/10/0_75000/131339/
smallest,reduced,10,0_75000,True,False,-1,3000,10,8,False,40,131340,smallest/reduced/10/0_75000/131340/
smallest,reduced,10,0_75000,True,False,-1,3000,10,8,False,41,131341,smallest/reduced/10/0_75000/131341/
smallest,reduced,10,0_75000,True,False,-1,3000,10,9,False,42,131342,smallest/reduced/10/0_75000/131342/
smallest,reduced,10,0_75000,True,False,-1,3000,10,8,False,43,131343,smallest/reduced/10/0_75000/131343/
smallest,reduced,10,0_75000,True,False,-1,3000,10,8,False,44,131344,smallest/reduced/10/0_75000/131344/
smallest,reduced,10,0_75000,True,False,-1,3000,10,7,False,45,131345,smallest/reduced/10/0_75000/131345/
smallest,reduced,10,0_75000,True,False,-1,3000,9,3,False,46,131346,smallest/reduced/10/0_75000/131346/
smallest,reduced,10,0_75000,True,False,-1,3000,10,10,False,47,131347,smallest/reduced/10/0_75000/131347/
smallest,reduced,10,0_75000,True,False,-1,3000,10,5,False,48,131348,smallest/reduced/10/0_75000/131348/
smallest,reduced,10,0_75000,True,False,-1,3000,9,7,False,49,131349,smallest/reduced/10/0_75000/131349/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,0,131400,smallest/reduced/10/0_90000/131400/
smallest,reduced,10,0_90000,True,False,-1,3000,10,9,False,1,131401,smallest/reduced/10/0_90000/131401/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,2,131402,smallest/reduced/10/0_90000/131402/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,3,131403,smallest/reduced/10/0_90000/131403/
smallest,reduced,10,0_90000,True,False,-1,3000,10,8,False,4,131404,smallest/reduced/10/0_90000/131404/
smallest,reduced,10,0_90000,True,False,-1,3000,10,10,True,5,131405,smallest/reduced/10/0_90000/131405/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,6,131406,smallest/reduced/10/0_90000/131406/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,7,131407,smallest/reduced/10/0_90000/131407/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,8,131408,smallest/reduced/10/0_90000/131408/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,9,131409,smallest/reduced/10/0_90000/131409/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,10,131410,smallest/reduced/10/0_90000/131410/
smallest,reduced,10,0_90000,True,False,-1,3000,10,7,False,11,131411,smallest/reduced/10/0_90000/131411/
smallest,reduced,10,0_90000,True,False,-1,3000,10,7,False,12,131412,smallest/reduced/10/0_90000/131412/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,13,131413,smallest/reduced/10/0_90000/131413/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,14,131414,smallest/reduced/10/0_90000/131414/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,15,131415,smallest/reduced/10/0_90000/131415/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,16,131416,smallest/reduced/10/0_90000/131416/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,17,131417,smallest/reduced/10/0_90000/131417/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,18,131418,smallest/reduced/10/0_90000/131418/
smallest,reduced,10,0_90000,True,False,-1,3000,10,7,False,19,131419,smallest/reduced/10/0_90000/131419/
smallest,reduced,10,0_90000,True,False,-1,3000,10,8,False,20,131420,smallest/reduced/10/0_90000/131420/
smallest,reduced,10,0_90000,True,False,-1,3000,10,8,False,21,131421,smallest/reduced/10/0_90000/131421/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,22,131422,smallest/reduced/10/0_90000/131422/
smallest,reduced,10,0_90000,True,False,-1,3000,10,7,False,23,131423,smallest/reduced/10/0_90000/131423/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,24,131424,smallest/reduced/10/0_90000/131424/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,25,131425,smallest/reduced/10/0_90000/131425/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,26,131426,smallest/reduced/10/0_90000/131426/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,27,131427,smallest/reduced/10/0_90000/131427/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,28,131428,smallest/reduced/10/0_90000/131428/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,29,131429,smallest/reduced/10/0_90000/131429/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,30,131430,smallest/reduced/10/0_90000/131430/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,31,131431,smallest/reduced/10/0_90000/131431/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,32,131432,smallest/reduced/10/0_90000/131432/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,33,131433,smallest/reduced/10/0_90000/131433/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,34,131434,smallest/reduced/10/0_90000/131434/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,35,131435,smallest/reduced/10/0_90000/131435/
smallest,reduced,10,0_90000,True,False,-1,3000,10,8,False,36,131436,smallest/reduced/10/0_90000/131436/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,37,131437,smallest/reduced/10/0_90000/131437/
smallest,reduced,10,0_90000,True,False,-1,3000,10,8,False,38,131438,smallest/reduced/10/0_90000/131438/
smallest,reduced,10,0_90000,True,False,-1,3000,10,5,False,39,131439,smallest/reduced/10/0_90000/131439/
smallest,reduced,10,0_90000,True,False,-1,3000,10,7,True,40,131440,smallest/reduced/10/0_90000/131440/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,41,131441,smallest/reduced/10/0_90000/131441/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,42,131442,smallest/reduced/10/0_90000/131442/
smallest,reduced,10,0_90000,True,False,-1,3000,10,8,False,43,131443,smallest/reduced/10/0_90000/131443/
smallest,reduced,10,0_90000,True,False,-1,3000,10,7,False,44,131444,smallest/reduced/10/0_90000/131444/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,45,131445,smallest/reduced/10/0_90000/131445/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,46,131446,smallest/reduced/10/0_90000/131446/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,47,131447,smallest/reduced/10/0_90000/131447/
smallest,reduced,10,0_90000,True,False,-1,3000,10,6,False,48,131448,smallest/reduced/10/0_90000/131448/
smallest,reduced,10,0_90000,True,False,-1,3000,10,4,False,49,131449,smallest/reduced/10/0_90000/131449/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,0,131500,smallest/reduced/10/0_95000/131500/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,1,131501,smallest/reduced/10/0_95000/131501/
smallest,reduced,10,0_95000,True,False,-1,3000,10,8,False,2,131502,smallest/reduced/10/0_95000/131502/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,3,131503,smallest/reduced/10/0_95000/131503/
smallest,reduced,10,0_95000,True,False,-1,3000,9,5,False,4,131504,smallest/reduced/10/0_95000/131504/
smallest,reduced,10,0_95000,True,False,-1,3000,10,6,False,5,131505,smallest/reduced/10/0_95000/131505/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,6,131506,smallest/reduced/10/0_95000/131506/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,7,131507,smallest/reduced/10/0_95000/131507/
smallest,reduced,10,0_95000,True,False,-1,3000,10,6,False,8,131508,smallest/reduced/10/0_95000/131508/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,9,131509,smallest/reduced/10/0_95000/131509/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,10,131510,smallest/reduced/10/0_95000/131510/
smallest,reduced,10,0_95000,True,False,-1,3000,10,4,False,11,131511,smallest/reduced/10/0_95000/131511/
smallest,reduced,10,0_95000,True,False,-1,3000,10,8,False,12,131512,smallest/reduced/10/0_95000/131512/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,13,131513,smallest/reduced/10/0_95000/131513/
smallest,reduced,10,0_95000,True,False,-1,3000,10,8,False,14,131514,smallest/reduced/10/0_95000/131514/
smallest,reduced,10,0_95000,True,False,-1,3000,10,4,False,15,131515,smallest/reduced/10/0_95000/131515/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,16,131516,smallest/reduced/10/0_95000/131516/
smallest,reduced,10,0_95000,True,False,-1,3000,10,8,False,17,131517,smallest/reduced/10/0_95000/131517/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,18,131518,smallest/reduced/10/0_95000/131518/
smallest,reduced,10,0_95000,True,False,-1,3000,10,8,False,19,131519,smallest/reduced/10/0_95000/131519/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,20,131520,smallest/reduced/10/0_95000/131520/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,21,131521,smallest/reduced/10/0_95000/131521/
smallest,reduced,10,0_95000,True,False,-1,3000,10,6,False,22,131522,smallest/reduced/10/0_95000/131522/
smallest,reduced,10,0_95000,True,False,-1,3000,10,8,False,23,131523,smallest/reduced/10/0_95000/131523/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,24,131524,smallest/reduced/10/0_95000/131524/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,25,131525,smallest/reduced/10/0_95000/131525/
smallest,reduced,10,0_95000,True,False,-1,3000,10,4,False,26,131526,smallest/reduced/10/0_95000/131526/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,27,131527,smallest/reduced/10/0_95000/131527/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,28,131528,smallest/reduced/10/0_95000/131528/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,29,131529,smallest/reduced/10/0_95000/131529/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,30,131530,smallest/reduced/10/0_95000/131530/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,31,131531,smallest/reduced/10/0_95000/131531/
smallest,reduced,10,0_95000,True,False,-1,3000,10,6,False,32,131532,smallest/reduced/10/0_95000/131532/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,33,131533,smallest/reduced/10/0_95000/131533/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,34,131534,smallest/reduced/10/0_95000/131534/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,35,131535,smallest/reduced/10/0_95000/131535/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,36,131536,smallest/reduced/10/0_95000/131536/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,37,131537,smallest/reduced/10/0_95000/131537/
smallest,reduced,10,0_95000,True,False,-1,3000,10,6,False,38,131538,smallest/reduced/10/0_95000/131538/
smallest,reduced,10,0_95000,True,False,-1,3000,10,9,True,39,131539,smallest/reduced/10/0_95000/131539/
smallest,reduced,10,0_95000,True,False,-1,3000,10,9,True,40,131540,smallest/reduced/10/0_95000/131540/
smallest,reduced,10,0_95000,True,False,-1,3000,10,6,False,41,131541,smallest/reduced/10/0_95000/131541/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,42,131542,smallest/reduced/10/0_95000/131542/
smallest,reduced,10,0_95000,True,False,-1,3000,10,7,False,43,131543,smallest/reduced/10/0_95000/131543/
smallest,reduced,10,0_95000,True,False,-1,3000,10,6,False,44,131544,smallest/reduced/10/0_95000/131544/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,45,131545,smallest/reduced/10/0_95000/131545/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,46,131546,smallest/reduced/10/0_95000/131546/
smallest,reduced,10,0_95000,True,False,-1,3000,10,4,False,47,131547,smallest/reduced/10/0_95000/131547/
smallest,reduced,10,0_95000,True,False,-1,3000,10,5,False,48,131548,smallest/reduced/10/0_95000/131548/
smallest,reduced,10,0_95000,True,False,-1,3000,10,8,False,49,131549,smallest/reduced/10/0_95000/131549/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,0,132100,smallest/reduced/5/0_00000/132100/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,1,132101,smallest/reduced/5/0_00000/132101/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,2,132102,smallest/reduced/5/0_00000/132102/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,3,132103,smallest/reduced/5/0_00000/132103/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,4,132104,smallest/reduced/5/0_00000/132104/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,5,132105,smallest/reduced/5/0_00000/132105/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,6,132106,smallest/reduced/5/0_00000/132106/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,7,132107,smallest/reduced/5/0_00000/132107/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,8,132108,smallest/reduced/5/0_00000/132108/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,9,132109,smallest/reduced/5/0_00000/132109/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,10,132110,smallest/reduced/5/0_00000/132110/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,11,132111,smallest/reduced/5/0_00000/132111/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,12,132112,smallest/reduced/5/0_00000/132112/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,13,132113,smallest/reduced/5/0_00000/132113/
smallest,reduced,5,0_00000,False,True,4364,4363,5,5,True,14,132114,smallest/reduced/5/0_00000/132114/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,15,132115,smallest/reduced/5/0_00000/132115/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,16,132116,smallest/reduced/5/0_00000/132116/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,17,132117,smallest/reduced/5/0_00000/132117/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,18,132118,smallest/reduced/5/0_00000/132118/
smallest,reduced,5,0_00000,False,True,1681,1680,5,5,True,19,132119,smallest/reduced/5/0_00000/132119/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,20,132120,smallest/reduced/5/0_00000/132120/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,21,132121,smallest/reduced/5/0_00000/132121/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,22,132122,smallest/reduced/5/0_00000/132122/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,23,132123,smallest/reduced/5/0_00000/132123/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,24,132124,smallest/reduced/5/0_00000/132124/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,25,132125,smallest/reduced/5/0_00000/132125/
smallest,reduced,5,0_00000,True,False,-1,6000,4,4,False,26,132126,smallest/reduced/5/0_00000/132126/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,27,132127,smallest/reduced/5/0_00000/132127/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,28,132128,smallest/reduced/5/0_00000/132128/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,29,132129,smallest/reduced/5/0_00000/132129/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,30,132130,smallest/reduced/5/0_00000/132130/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,31,132131,smallest/reduced/5/0_00000/132131/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,32,132132,smallest/reduced/5/0_00000/132132/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,33,132133,smallest/reduced/5/0_00000/132133/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,34,132134,smallest/reduced/5/0_00000/132134/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,35,132135,smallest/reduced/5/0_00000/132135/
smallest,reduced,5,0_00000,True,False,-1,6000,4,4,False,36,132136,smallest/reduced/5/0_00000/132136/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,37,132137,smallest/reduced/5/0_00000/132137/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,38,132138,smallest/reduced/5/0_00000/132138/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,39,132139,smallest/reduced/5/0_00000/132139/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,40,132140,smallest/reduced/5/0_00000/132140/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,41,132141,smallest/reduced/5/0_00000/132141/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,42,132142,smallest/reduced/5/0_00000/132142/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,43,132143,smallest/reduced/5/0_00000/132143/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,44,132144,smallest/reduced/5/0_00000/132144/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,45,132145,smallest/reduced/5/0_00000/132145/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,False,46,132146,smallest/reduced/5/0_00000/132146/
smallest,reduced,5,0_00000,False,True,1343,1342,5,5,True,47,132147,smallest/reduced/5/0_00000/132147/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,48,132148,smallest/reduced/5/0_00000/132148/
smallest,reduced,5,0_00000,True,False,-1,6000,5,5,True,49,132149,smallest/reduced/5/0_00000/132149/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,0,132200,smallest/reduced/5/0_50000/132200/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,1,132201,smallest/reduced/5/0_50000/132201/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,2,132202,smallest/reduced/5/0_50000/132202/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,3,132203,smallest/reduced/5/0_50000/132203/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,4,132204,smallest/reduced/5/0_50000/132204/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,5,132205,smallest/reduced/5/0_50000/132205/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,6,132206,smallest/reduced/5/0_50000/132206/
smallest,reduced,5,0_50000,True,False,-1,6000,5,3,False,7,132207,smallest/reduced/5/0_50000/132207/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,8,132208,smallest/reduced/5/0_50000/132208/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,9,132209,smallest/reduced/5/0_50000/132209/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,10,132210,smallest/reduced/5/0_50000/132210/
smallest,reduced,5,0_50000,True,False,-1,6000,4,3,False,11,132211,smallest/reduced/5/0_50000/132211/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,12,132212,smallest/reduced/5/0_50000/132212/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,13,132213,smallest/reduced/5/0_50000/132213/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,14,132214,smallest/reduced/5/0_50000/132214/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,15,132215,smallest/reduced/5/0_50000/132215/
smallest,reduced,5,0_50000,True,False,-1,6000,5,2,False,16,132216,smallest/reduced/5/0_50000/132216/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,17,132217,smallest/reduced/5/0_50000/132217/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,18,132218,smallest/reduced/5/0_50000/132218/
smallest,reduced,5,0_50000,True,False,-1,6000,4,3,False,19,132219,smallest/reduced/5/0_50000/132219/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,20,132220,smallest/reduced/5/0_50000/132220/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,21,132221,smallest/reduced/5/0_50000/132221/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,22,132222,smallest/reduced/5/0_50000/132222/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,23,132223,smallest/reduced/5/0_50000/132223/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,24,132224,smallest/reduced/5/0_50000/132224/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,25,132225,smallest/reduced/5/0_50000/132225/
smallest,reduced,5,0_50000,True,False,-1,6000,5,2,False,26,132226,smallest/reduced/5/0_50000/132226/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,27,132227,smallest/reduced/5/0_50000/132227/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,28,132228,smallest/reduced/5/0_50000/132228/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,29,132229,smallest/reduced/5/0_50000/132229/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,30,132230,smallest/reduced/5/0_50000/132230/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,31,132231,smallest/reduced/5/0_50000/132231/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,32,132232,smallest/reduced/5/0_50000/132232/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,33,132233,smallest/reduced/5/0_50000/132233/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,34,132234,smallest/reduced/5/0_50000/132234/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,True,35,132235,smallest/reduced/5/0_50000/132235/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,36,132236,smallest/reduced/5/0_50000/132236/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,37,132237,smallest/reduced/5/0_50000/132237/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,38,132238,smallest/reduced/5/0_50000/132238/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,39,132239,smallest/reduced/5/0_50000/132239/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,40,132240,smallest/reduced/5/0_50000/132240/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,41,132241,smallest/reduced/5/0_50000/132241/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,42,132242,smallest/reduced/5/0_50000/132242/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,43,132243,smallest/reduced/5/0_50000/132243/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,44,132244,smallest/reduced/5/0_50000/132244/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,True,45,132245,smallest/reduced/5/0_50000/132245/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,46,132246,smallest/reduced/5/0_50000/132246/
smallest,reduced,5,0_50000,True,False,-1,6000,5,3,False,47,132247,smallest/reduced/5/0_50000/132247/
smallest,reduced,5,0_50000,True,False,-1,6000,5,4,False,48,132248,smallest/reduced/5/0_50000/132248/
smallest,reduced,5,0_50000,True,False,-1,6000,5,5,False,49,132249,smallest/reduced/5/0_50000/132249/
smallest,reduced,5,0_75000,True,False,-1,6000,5,2,False,0,132300,smallest/reduced/5/0_75000/132300/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,1,132301,smallest/reduced/5/0_75000/132301/
smallest,reduced,5,0_75000,True,False,-1,6000,5,5,False,2,132302,smallest/reduced/5/0_75000/132302/
smallest,reduced,5,0_75000,True,False,-1,6000,5,4,False,3,132303,smallest/reduced/5/0_75000/132303/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,4,132304,smallest/reduced/5/0_75000/132304/
smallest,reduced,5,0_75000,True,False,-1,6000,5,5,False,5,132305,smallest/reduced/5/0_75000/132305/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,6,132306,smallest/reduced/5/0_75000/132306/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,7,132307,smallest/reduced/5/0_75000/132307/
smallest,reduced,5,0_75000,True,False,-1,6000,5,4,False,8,132308,smallest/reduced/5/0_75000/132308/
smallest,reduced,5,0_75000,True,False,-1,6000,5,4,False,9,132309,smallest/reduced/5/0_75000/132309/
smallest,reduced,5,0_75000,True,False,-1,6000,5,2,False,10,132310,smallest/reduced/5/0_75000/132310/
smallest,reduced,5,0_75000,True,False,-1,6000,5,4,False,11,132311,smallest/reduced/5/0_75000/132311/
smallest,reduced,5,0_75000,True,False,-1,6000,5,4,False,12,132312,smallest/reduced/5/0_75000/132312/
smallest,reduced,5,0_75000,True,False,-1,6000,5,2,False,13,132313,smallest/reduced/5/0_75000/132313/
smallest,reduced,5,0_75000,True,False,-1,6000,5,4,False,14,132314,smallest/reduced/5/0_75000/132314/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,15,132315,smallest/reduced/5/0_75000/132315/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,16,132316,smallest/reduced/5/0_75000/132316/
smallest,reduced,5,0_75000,True,False,-1,6000,4,3,False,17,132317,smallest/reduced/5/0_75000/132317/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,18,132318,smallest/reduced/5/0_75000/132318/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,19,132319,smallest/reduced/5/0_75000/132319/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,20,132320,smallest/reduced/5/0_75000/132320/
smallest,reduced,5,0_75000,True,False,-1,6000,5,5,False,21,132321,smallest/reduced/5/0_75000/132321/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,22,132322,smallest/reduced/5/0_75000/132322/
smallest,reduced,5,0_75000,True,False,-1,6000,5,5,False,23,132323,smallest/reduced/5/0_75000/132323/
smallest,reduced,5,0_75000,True,False,-1,6000,5,4,False,24,132324,smallest/reduced/5/0_75000/132324/
smallest,reduced,5,0_75000,True,False,-1,6000,5,2,False,25,132325,smallest/reduced/5/0_75000/132325/
smallest,reduced,5,0_75000,True,False,-1,6000,5,3,False,26,132326,smallest/reduced/5/0_75000/132326/
