problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,solved_all_training,overfit_prog_id,replicate_id,seed,directory,evals,worst_case_evals
median,cohort,10,0_00000,False,True,173,172,10,10,True,-1,36,464136,median/cohort/10/0_00000/464136/,1739969,1740000
median,cohort,10,0_00000,False,True,151,150,10,10,True,-1,37,464137,median/cohort/10/0_00000/464137/,1519997,1520000
median,cohort,10,0_00000,False,True,691,690,10,10,True,-1,38,464138,median/cohort/10/0_00000/464138/,6919993,6920000
median,cohort,10,0_00000,False,True,218,217,10,10,True,-1,39,464139,median/cohort/10/0_00000/464139/,2189996,2190000
median,cohort,10,0_00000,False,True,294,293,10,10,True,-1,40,464140,median/cohort/10/0_00000/464140/,2949996,2950000
median,cohort,10,0_00000,False,True,1299,1298,10,10,True,-1,41,464141,median/cohort/10/0_00000/464141/,12999995,13000000
median,cohort,10,0_00000,False,True,267,266,10,10,True,-1,42,464142,median/cohort/10/0_00000/464142/,2680000,2680000
median,cohort,10,0_00000,False,True,397,396,10,10,True,-1,43,464143,median/cohort/10/0_00000/464143/,3980000,3980000
median,cohort,10,0_00000,False,True,760,759,10,10,True,-1,44,464144,median/cohort/10/0_00000/464144/,7609984,7610000
median,cohort,10,0_00000,False,True,107,106,10,10,True,-1,45,464145,median/cohort/10/0_00000/464145/,1080000,1080000
median,cohort,10,0_00000,True,False,-1,30000,10,10,True,0,46,464146,median/cohort/10/0_00000/464146/,-1,-1
median,cohort,10,0_00000,False,True,324,323,10,10,True,-1,47,464147,median/cohort/10/0_00000/464147/,3249996,3250000
median,cohort,10,0_00000,False,True,1458,1457,10,10,True,-1,48,464148,median/cohort/10/0_00000/464148/,14589989,14590000
median,cohort,10,0_00000,False,True,497,496,10,10,True,-1,49,464149,median/cohort/10/0_00000/464149/,4979996,4980000
median,downsampled,10,0_00000,False,True,433,432,10,10,True,-1,0,474100,median/downsampled/10/0_00000/474100/,4340000,4340000
median,downsampled,10,0_00000,False,True,12625,12624,10,10,True,-1,1,474101,median/downsampled/10/0_00000/474101/,126260000,126260000
median,downsampled,10,0_00000,False,True,375,374,10,10,True,-1,2,474102,median/downsampled/10/0_00000/474102/,3760000,3760000
median,downsampled,10,0_00000,False,True,800,799,10,10,True,-1,3,474103,median/downsampled/10/0_00000/474103/,8010000,8010000
median,downsampled,10,0_00000,False,False,-1,14690,10,10,True,0,4,474104,median/downsampled/10/0_00000/474104/,-1,-1
median,downsampled,10,0_00000,False,True,940,939,10,10,True,-1,5,474105,median/downsampled/10/0_00000/474105/,9410000,9410000
median,downsampled,10,0_00000,False,True,95,94,10,10,True,-1,6,474106,median/downsampled/10/0_00000/474106/,960000,960000
median,downsampled,10,0_00000,False,True,504,503,10,10,True,-1,7,474107,median/downsampled/10/0_00000/474107/,5050000,5050000
median,downsampled,10,0_00000,False,True,199,198,10,10,True,-1,8,474108,median/downsampled/10/0_00000/474108/,2000000,2000000
median,downsampled,10,0_00000,False,True,546,545,10,10,True,-1,9,474109,median/downsampled/10/0_00000/474109/,5470000,5470000
median,downsampled,10,0_00000,False,True,209,208,10,10,True,-1,10,474110,median/downsampled/10/0_00000/474110/,2100000,2100000
median,downsampled,10,0_00000,False,True,12638,12637,10,10,True,-1,11,474111,median/downsampled/10/0_00000/474111/,126390000,126390000
median,downsampled,10,0_00000,False,True,619,618,10,10,True,-1,12,474112,median/downsampled/10/0_00000/474112/,6200000,6200000
median,downsampled,10,0_00000,False,True,721,720,10,10,True,-1,13,474113,median/downsampled/10/0_00000/474113/,7220000,7220000
median,downsampled,10,0_00000,False,True,1191,1190,10,10,True,-1,14,474114,median/downsampled/10/0_00000/474114/,11920000,11920000
median,downsampled,10,0_00000,False,True,713,712,10,10,True,-1,15,474115,median/downsampled/10/0_00000/474115/,7140000,7140000
median,downsampled,10,0_00000,False,True,695,694,10,10,True,-1,16,474116,median/downsampled/10/0_00000/474116/,6960000,6960000
median,downsampled,10,0_00000,False,True,596,595,10,10,True,-1,17,474117,median/downsampled/10/0_00000/474117/,5970000,5970000
median,downsampled,10,0_00000,False,True,759,758,10,10,True,-1,18,474118,median/downsampled/10/0_00000/474118/,7600000,7600000
median,downsampled,10,0_00000,False,True,488,487,10,10,True,-1,19,474119,median/downsampled/10/0_00000/474119/,4890000,4890000
median,downsampled,10,0_00000,True,False,-1,30000,10,10,True,0,20,474120,median/downsampled/10/0_00000/474120/,-1,-1
median,downsampled,10,0_00000,False,True,315,314,10,10,True,-1,21,474121,median/downsampled/10/0_00000/474121/,3160000,3160000
median,downsampled,10,0_00000,False,True,152,151,10,10,True,-1,22,474122,median/downsampled/10/0_00000/474122/,1530000,1530000
median,downsampled,10,0_00000,False,True,456,455,10,10,True,-1,23,474123,median/downsampled/10/0_00000/474123/,4570000,4570000
median,downsampled,10,0_00000,False,True,352,351,10,10,True,-1,24,474124,median/downsampled/10/0_00000/474124/,3530000,3530000
median,downsampled,10,0_00000,False,True,281,280,10,10,True,-1,25,474125,median/downsampled/10/0_00000/474125/,2820000,2820000
median,downsampled,10,0_00000,False,True,789,788,10,10,True,-1,26,474126,median/downsampled/10/0_00000/474126/,7900000,7900000
median,downsampled,10,0_00000,False,True,691,690,10,10,True,-1,27,474127,median/downsampled/10/0_00000/474127/,6920000,6920000
median,downsampled,10,0_00000,False,True,167,166,10,10,True,-1,28,474128,median/downsampled/10/0_00000/474128/,1680000,1680000
median,downsampled,10,0_00000,False,True,283,282,10,10,True,-1,29,474129,median/downsampled/10/0_00000/474129/,2840000,2840000
median,downsampled,10,0_00000,False,True,1018,1017,10,10,True,-1,30,474130,median/downsampled/10/0_00000/474130/,10190000,10190000
median,downsampled,10,0_00000,False,True,1507,1506,10,10,True,-1,31,474131,median/downsampled/10/0_00000/474131/,15080000,15080000
median,downsampled,10,0_00000,False,True,126,125,10,10,True,-1,32,474132,median/downsampled/10/0_00000/474132/,1270000,1270000
median,downsampled,10,0_00000,False,True,9954,9953,10,10,True,-1,33,474133,median/downsampled/10/0_00000/474133/,99550000,99550000
median,downsampled,10,0_00000,False,True,117,116,10,10,True,-1,34,474134,median/downsampled/10/0_00000/474134/,1180000,1180000
median,downsampled,10,0_00000,False,True,147,146,10,10,True,-1,35,474135,median/downsampled/10/0_00000/474135/,1480000,1480000
median,downsampled,10,0_00000,False,True,2206,2205,10,10,True,-1,36,474136,median/downsampled/10/0_00000/474136/,22070000,22070000
median,downsampled,10,0_00000,False,True,218,217,10,10,True,-1,37,474137,median/downsampled/10/0_00000/474137/,2190000,2190000
median,downsampled,10,0_00000,False,True,27799,27798,10,10,True,-1,38,474138,median/downsampled/10/0_00000/474138/,278000000,278000000
median,downsampled,10,0_00000,False,True,701,700,10,10,True,-1,39,474139,median/downsampled/10/0_00000/474139/,7020000,7020000
median,downsampled,10,0_00000,False,True,216,215,10,10,True,-1,40,474140,median/downsampled/10/0_00000/474140/,2170000,2170000
median,downsampled,10,0_00000,False,True,639,638,10,10,True,-1,41,474141,median/downsampled/10/0_00000/474141/,6400000,6400000
median,downsampled,10,0_00000,False,True,511,510,10,10,True,-1,42,474142,median/downsampled/10/0_00000/474142/,5120000,5120000
median,downsampled,10,0_00000,False,True,364,363,10,10,True,-1,43,474143,median/downsampled/10/0_00000/474143/,3650000,3650000
median,downsampled,10,0_00000,False,True,198,197,10,10,True,-1,44,474144,median/downsampled/10/0_00000/474144/,1990000,1990000
median,downsampled,10,0_00000,False,True,138,137,10,10,True,-1,45,474145,median/downsampled/10/0_00000/474145/,1390000,1390000
median,downsampled,10,0_00000,False,True,1199,1198,10,10,True,-1,46,474146,median/downsampled/10/0_00000/474146/,12000000,12000000
median,downsampled,10,0_00000,False,True,265,264,10,10,True,-1,47,474147,median/downsampled/10/0_00000/474147/,2660000,2660000
median,downsampled,10,0_00000,False,True,320,319,10,10,True,-1,48,474148,median/downsampled/10/0_00000/474148/,3210000,3210000
median,downsampled,10,0_00000,False,True,483,482,10,10,True,-1,49,474149,median/downsampled/10/0_00000/474149/,4840000,4840000
median,truncated,10,0_00000,False,True,356,355,100,100,True,-1,0,484100,median/truncated/10/0_00000/484100/,35699970,35700000
median,truncated,10,0_00000,False,True,95,94,91,91,True,-1,1,484101,median/truncated/10/0_00000/484101/,9600000,9600000
median,truncated,10,0_00000,False,True,5332,5331,100,100,True,-1,2,484102,median/truncated/10/0_00000/484102/,533299447,533300000
median,truncated,10,0_00000,False,True,2634,2633,100,100,True,-1,3,484103,median/truncated/10/0_00000/484103/,263498565,263500000
median,truncated,10,0_00000,False,True,241,240,100,100,True,-1,4,484104,median/truncated/10/0_00000/484104/,24200000,24200000
median,truncated,10,0_00000,False,True,832,831,100,100,True,-1,5,484105,median/truncated/10/0_00000/484105/,83299927,83300000
median,truncated,10,0_00000,False,True,242,241,100,100,True,-1,6,484106,median/truncated/10/0_00000/484106/,24299997,24300000
median,truncated,10,0_00000,False,True,320,319,100,100,True,-1,7,484107,median/truncated/10/0_00000/484107/,32099959,32100000
median,truncated,10,0_00000,False,True,200,199,94,94,True,-1,8,484108,median/truncated/10/0_00000/484108/,20099967,20100000
median,truncated,10,0_00000,False,True,344,343,100,100,True,-1,9,484109,median/truncated/10/0_00000/484109/,34499929,34500000
median,truncated,10,0_00000,False,True,342,341,100,100,True,-1,10,484110,median/truncated/10/0_00000/484110/,34299984,34300000
median,truncated,10,0_00000,False,True,575,574,100,100,True,-1,11,484111,median/truncated/10/0_00000/484111/,57599849,57600000
median,truncated,10,0_00000,False,True,106,105,92,92,True,-1,12,484112,median/truncated/10/0_00000/484112/,10700000,10700000
median,truncated,10,0_00000,False,True,175,174,100,100,True,-1,13,484113,median/truncated/10/0_00000/484113/,17600000,17600000
median,truncated,10,0_00000,False,True,233,232,100,100,True,-1,14,484114,median/truncated/10/0_00000/484114/,23399986,23400000
median,truncated,10,0_00000,False,True,152,151,100,100,True,-1,15,484115,median/truncated/10/0_00000/484115/,15299940,15300000
median,truncated,10,0_00000,False,True,206,205,100,100,True,-1,16,484116,median/truncated/10/0_00000/484116/,20699953,20700000
median,truncated,10,0_00000,False,True,167,166,92,92,True,-1,17,484117,median/truncated/10/0_00000/484117/,16799969,16800000
median,truncated,10,0_00000,False,True,422,421,95,95,True,-1,18,484118,median/truncated/10/0_00000/484118/,42300000,42300000
median,truncated,10,0_00000,False,True,99,98,100,100,True,-1,19,484119,median/truncated/10/0_00000/484119/,10000000,10000000
median,truncated,10,0_00000,False,True,194,193,100,100,True,-1,20,484120,median/truncated/10/0_00000/484120/,19499931,19500000
median,truncated,10,0_00000,False,True,114,113,100,100,True,-1,21,484121,median/truncated/10/0_00000/484121/,11499924,11500000
median,truncated,10,0_00000,False,True,345,344,100,100,True,-1,22,484122,median/truncated/10/0_00000/484122/,34599964,34600000
median,truncated,10,0_00000,False,True,111,110,100,100,True,-1,23,484123,median/truncated/10/0_00000/484123/,11199961,11200000
median,truncated,10,0_00000,False,True,814,813,100,100,True,-1,24,484124,median/truncated/10/0_00000/484124/,81499910,81500000
median,truncated,10,0_00000,False,True,640,639,100,100,True,-1,25,484125,median/truncated/10/0_00000/484125/,64099986,64100000
median,truncated,10,0_00000,False,True,202,201,100,100,True,-1,26,484126,median/truncated/10/0_00000/484126/,20299830,20300000
median,truncated,10,0_00000,False,True,63,62,100,100,True,-1,27,484127,median/truncated/10/0_00000/484127/,6400000,6400000
median,truncated,10,0_00000,False,True,263,262,100,100,True,-1,28,484128,median/truncated/10/0_00000/484128/,26400000,26400000
median,truncated,10,0_00000,False,True,180,179,100,100,True,-1,29,484129,median/truncated/10/0_00000/484129/,18100000,18100000
median,truncated,10,0_00000,False,True,80,79,93,93,True,-1,30,484130,median/truncated/10/0_00000/484130/,8100000,8100000
median,truncated,10,0_00000,False,True,1182,1181,100,100,True,-1,31,484131,median/truncated/10/0_00000/484131/,118299708,118300000
median,truncated,10,0_00000,False,True,363,362,100,100,True,-1,32,484132,median/truncated/10/0_00000/484132/,36399981,36400000
median,truncated,10,0_00000,False,True,664,663,100,100,True,-1,33,484133,median/truncated/10/0_00000/484133/,66499920,66500000
median,truncated,10,0_00000,False,True,3134,3133,99,99,True,-1,34,484134,median/truncated/10/0_00000/484134/,313499420,313500000
median,truncated,10,0_00000,False,True,144,143,100,100,True,-1,35,484135,median/truncated/10/0_00000/484135/,14499949,14500000
median,truncated,10,0_00000,False,True,80,79,100,100,True,-1,36,484136,median/truncated/10/0_00000/484136/,8099842,8100000
median,truncated,10,0_00000,False,True,134,133,87,87,True,-1,37,484137,median/truncated/10/0_00000/484137/,13499932,13500000
median,truncated,10,0_00000,False,True,243,242,100,100,True,-1,38,484138,median/truncated/10/0_00000/484138/,24400000,24400000
median,truncated,10,0_00000,False,True,656,655,100,100,True,-1,39,484139,median/truncated/10/0_00000/484139/,65699986,65700000
median,truncated,10,0_00000,False,True,157,156,98,98,True,-1,40,484140,median/truncated/10/0_00000/484140/,15800000,15800000
median,truncated,10,0_00000,False,True,554,553,100,100,True,-1,41,484141,median/truncated/10/0_00000/484141/,55499905,55500000
median,truncated,10,0_00000,False,True,817,816,100,100,True,-1,42,484142,median/truncated/10/0_00000/484142/,81799821,81800000
median,truncated,10,0_00000,False,True,128,127,99,99,True,-1,43,484143,median/truncated/10/0_00000/484143/,12899931,12900000
median,truncated,10,0_00000,False,True,1130,1129,100,100,True,-1,44,484144,median/truncated/10/0_00000/484144/,113099419,113100000
median,truncated,10,0_00000,False,True,120,119,92,92,True,-1,45,484145,median/truncated/10/0_00000/484145/,12099971,12100000
median,truncated,10,0_00000,False,True,179,178,100,100,True,-1,46,484146,median/truncated/10/0_00000/484146/,18000000,18000000
median,truncated,10,0_00000,False,True,188,187,100,100,True,-1,47,484147,median/truncated/10/0_00000/484147/,18899987,18900000
median,truncated,10,0_00000,False,True,161,160,100,100,True,-1,48,484148,median/truncated/10/0_00000/484148/,16200000,16200000
median,truncated,10,0_00000,False,True,132,131,100,100,True,-1,49,484149,median/truncated/10/0_00000/484149/,13299897,13300000
grade,cohort,10,0_00000,False,True,1007,1006,20,20,True,-1,0,664100,grade/cohort/20/0_00000/664100/,20148266,20160000
grade,cohort,10,0_00000,False,True,748,747,20,20,True,-1,1,664101,grade/cohort/20/0_00000/664101/,14973695,14980000
grade,cohort,10,0_00000,False,True,298,297,20,20,True,-1,2,664102,grade/cohort/20/0_00000/664102/,5976871,5980000
grade,cohort,10,0_00000,False,True,7095,7094,20,20,True,-1,3,664103,grade/cohort/20/0_00000/664103/,141868638,141920000
grade,cohort,10,0_00000,False,True,773,772,20,20,True,-1,4,664104,grade/cohort/20/0_00000/664104/,15473421,15480000
grade,cohort,10,0_00000,False,True,285,284,20,20,True,-1,5,664105,grade/cohort/20/0_00000/664105/,5718059,5720000
grade,cohort,10,0_00000,False,True,1057,1056,20,20,True,-1,6,664106,grade/cohort/20/0_00000/664106/,21151048,21160000
grade,cohort,10,0_00000,False,True,378,377,20,20,True,-1,7,664107,grade/cohort/20/0_00000/664107/,7575966,7580000
grade,cohort,10,0_00000,False,True,689,688,20,20,True,-1,8,664108,grade/cohort/20/0_00000/664108/,13790666,13800000
grade,cohort,10,0_00000,False,True,1041,1040,20,20,True,-1,9,664109,grade/cohort/20/0_00000/664109/,20826717,20840000
grade,cohort,10,0_00000,False,True,1331,1330,20,20,True,-1,10,664110,grade/cohort/20/0_00000/664110/,26621706,26640000
grade,cohort,10,0_00000,False,True,1996,1995,20,20,True,-1,11,664111,grade/cohort/20/0_00000/664111/,39924531,39940000
grade,cohort,10,0_00000,False,True,959,958,20,20,True,-1,12,664112,grade/cohort/20/0_00000/664112/,19190791,19200000
grade,cohort,10,0_00000,False,True,2060,2059,20,20,True,-1,13,664113,grade/cohort/20/0_00000/664113/,41200310,41220000
grade,cohort,10,0_00000,False,True,801,800,20,20,True,-1,14,664114,grade/cohort/20/0_00000/664114/,16027781,16040000
grade,cohort,10,0_00000,False,True,837,836,20,20,True,-1,15,664115,grade/cohort/20/0_00000/664115/,16750382,16760000
grade,cohort,10,0_00000,False,True,758,757,20,20,True,-1,16,664116,grade/cohort/20/0_00000/664116/,15169166,15180000
grade,cohort,10,0_00000,False,True,765,764,20,20,True,-1,17,664117,grade/cohort/20/0_00000/664117/,15312693,15320000
grade,cohort,10,0_00000,False,True,383,382,20,20,True,-1,18,664118,grade/cohort/20/0_00000/664118/,7676542,7680000
grade,cohort,10,0_00000,False,True,446,445,20,20,True,-1,19,664119,grade/cohort/20/0_00000/664119/,8934382,8940000
grade,cohort,10,0_00000,False,True,908,907,20,20,True,-1,20,664120,grade/cohort/20/0_00000/664120/,18168945,18180000
grade,cohort,10,0_00000,False,True,657,656,20,20,True,-1,21,664121,grade/cohort/20/0_00000/664121/,13154656,13160000
grade,cohort,10,0_00000,False,True,2572,2571,20,20,True,-1,22,664122,grade/cohort/20/0_00000/664122/,51438764,51460000
grade,cohort,10,0_00000,False,True,770,769,20,20,True,-1,23,664123,grade/cohort/20/0_00000/664123/,15411762,15420000
grade,cohort,10,0_00000,False,True,588,587,20,20,True,-1,24,664124,grade/cohort/20/0_00000/664124/,11775637,11780000
grade,cohort,10,0_00000,False,True,535,534,20,20,True,-1,25,664125,grade/cohort/20/0_00000/664125/,10714913,10720000
grade,cohort,10,0_00000,False,True,522,521,20,20,True,-1,26,664126,grade/cohort/20/0_00000/664126/,10454483,10460000
grade,cohort,10,0_00000,False,True,1057,1056,20,20,True,-1,27,664127,grade/cohort/20/0_00000/664127/,21148717,21160000
grade,cohort,10,0_00000,False,True,869,868,20,20,True,-1,28,664128,grade/cohort/20/0_00000/664128/,17393185,17400000
grade,cohort,10,0_00000,False,True,499,498,20,20,True,-1,29,664129,grade/cohort/20/0_00000/664129/,9993092,10000000
grade,cohort,10,0_00000,False,True,236,235,20,20,True,-1,30,664130,grade/cohort/20/0_00000/664130/,4736661,4740000
grade,cohort,10,0_00000,False,True,476,475,20,20,True,-1,31,664131,grade/cohort/20/0_00000/664131/,9535526,9540000
grade,cohort,10,0_00000,False,True,2277,2276,20,20,True,-1,32,664132,grade/cohort/20/0_00000/664132/,45531522,45560000
grade,cohort,10,0_00000,False,True,752,751,20,20,True,-1,33,664133,grade/cohort/20/0_00000/664133/,15053229,15060000
grade,cohort,10,0_00000,False,True,431,430,20,20,True,-1,34,664134,grade/cohort/20/0_00000/664134/,8634539,8640000
grade,cohort,10,0_00000,False,True,607,606,20,20,True,-1,35,664135,grade/cohort/20/0_00000/664135/,12155189,12160000
grade,cohort,10,0_00000,False,True,1134,1133,20,20,True,-1,36,664136,grade/cohort/20/0_00000/664136/,22689704,22700000
grade,cohort,10,0_00000,False,True,631,630,20,20,True,-1,37,664137,grade/cohort/20/0_00000/664137/,12632914,12640000
grade,cohort,10,0_00000,False,True,702,701,20,20,True,-1,38,664138,grade/cohort/20/0_00000/664138/,14052813,14060000
grade,cohort,10,0_00000,False,True,403,402,20,20,True,-1,39,664139,grade/cohort/20/0_00000/664139/,8076521,8080000
grade,cohort,10,0_00000,False,True,1257,1256,20,20,True,-1,40,664140,grade/cohort/20/0_00000/664140/,25149022,25160000
grade,cohort,10,0_00000,False,True,474,473,20,20,True,-1,41,664141,grade/cohort/20/0_00000/664141/,9493330,9500000
grade,cohort,10,0_00000,False,True,1626,1625,20,20,True,-1,42,664142,grade/cohort/20/0_00000/664142/,32518529,32540000
grade,cohort,10,0_00000,False,True,1043,1042,20,20,True,-1,43,664143,grade/cohort/20/0_00000/664143/,20869831,20880000
grade,cohort,10,0_00000,False,True,1018,1017,20,20,True,-1,44,664144,grade/cohort/20/0_00000/664144/,20369577,20380000
grade,cohort,10,0_00000,False,True,1715,1714,20,20,True,-1,45,664145,grade/cohort/20/0_00000/664145/,34303387,34320000
grade,cohort,10,0_00000,False,True,1206,1205,20,20,True,-1,46,664146,grade/cohort/20/0_00000/664146/,24128006,24140000
grade,cohort,10,0_00000,False,True,1432,1431,20,20,True,-1,47,664147,grade/cohort/20/0_00000/664147/,28645562,28660000
grade,cohort,10,0_00000,False,True,429,428,20,20,True,-1,48,664148,grade/cohort/20/0_00000/664148/,8593981,8600000
grade,cohort,10,0_00000,False,True,803,802,20,20,True,-1,49,664149,grade/cohort/20/0_00000/664149/,16069441,16080000
grade,downsampled,10,0_00000,False,True,675,674,20,20,True,-1,0,674100,grade/downsampled/20/0_00000/674100/,13520000,13520000
grade,downsampled,10,0_00000,False,True,397,396,20,20,True,-1,1,674101,grade/downsampled/20/0_00000/674101/,7960000,7960000
grade,downsampled,10,0_00000,False,True,1626,1625,20,20,True,-1,2,674102,grade/downsampled/20/0_00000/674102/,32540000,32540000
grade,downsampled,10,0_00000,False,True,256,255,20,20,True,-1,3,674103,grade/downsampled/20/0_00000/674103/,5140000,5140000
grade,downsampled,10,0_00000,False,True,916,915,20,20,True,-1,4,674104,grade/downsampled/20/0_00000/674104/,18340000,18340000
grade,downsampled,10,0_00000,False,True,801,800,20,20,True,-1,5,674105,grade/downsampled/20/0_00000/674105/,16040000,16040000
grade,downsampled,10,0_00000,False,True,1467,1466,20,20,True,-1,6,674106,grade/downsampled/20/0_00000/674106/,29360000,29360000
grade,downsampled,10,0_00000,False,True,595,594,20,20,True,-1,7,674107,grade/downsampled/20/0_00000/674107/,11920000,11920000
grade,downsampled,10,0_00000,False,True,315,314,20,20,True,-1,8,674108,grade/downsampled/20/0_00000/674108/,6320000,6320000
grade,downsampled,10,0_00000,False,True,1224,1223,20,20,True,-1,9,674109,grade/downsampled/20/0_00000/674109/,24500000,24500000
grade,downsampled,10,0_00000,False,True,431,430,20,20,True,-1,10,674110,grade/downsampled/20/0_00000/674110/,8640000,8640000
grade,downsampled,10,0_00000,False,True,692,691,20,20,True,-1,11,674111,grade/downsampled/20/0_00000/674111/,13860000,13860000
grade,downsampled,10,0_00000,False,True,2169,2168,20,20,True,-1,12,674112,grade/downsampled/20/0_00000/674112/,43400000,43400000
grade,downsampled,10,0_00000,False,True,174,173,20,20,True,-1,13,674113,grade/downsampled/20/0_00000/674113/,3500000,3500000
grade,downsampled,10,0_00000,False,True,766,765,20,20,True,-1,14,674114,grade/downsampled/20/0_00000/674114/,15340000,15340000
grade,downsampled,10,0_00000,False,True,354,353,20,20,True,-1,15,674115,grade/downsampled/20/0_00000/674115/,7100000,7100000
grade,downsampled,10,0_00000,False,True,558,557,20,20,True,-1,16,674116,grade/downsampled/20/0_00000/674116/,11180000,11180000
grade,downsampled,10,0_00000,False,True,4612,4611,20,20,True,-1,17,674117,grade/downsampled/20/0_00000/674117/,92260000,92260000
grade,downsampled,10,0_00000,False,True,496,495,20,20,True,-1,18,674118,grade/downsampled/20/0_00000/674118/,9940000,9940000
grade,downsampled,10,0_00000,False,True,1205,1204,20,20,True,-1,19,674119,grade/downsampled/20/0_00000/674119/,24120000,24120000
grade,downsampled,10,0_00000,False,True,207,206,20,20,True,-1,20,674120,grade/downsampled/20/0_00000/674120/,4160000,4160000
grade,downsampled,10,0_00000,False,True,290,289,20,20,True,-1,21,674121,grade/downsampled/20/0_00000/674121/,5820000,5820000
grade,downsampled,10,0_00000,False,True,323,322,20,20,True,-1,22,674122,grade/downsampled/20/0_00000/674122/,6480000,6480000
grade,downsampled,10,0_00000,False,True,2621,2620,20,20,True,-1,23,674123,grade/downsampled/20/0_00000/674123/,52440000,52440000
grade,downsampled,10,0_00000,False,True,1692,1691,20,20,True,-1,24,674124,grade/downsampled/20/0_00000/674124/,33860000,33860000
grade,downsampled,10,0_00000,False,True,1434,1433,20,20,True,-1,25,674125,grade/downsampled/20/0_00000/674125/,28700000,28700000
grade,downsampled,10,0_00000,False,True,1567,1566,20,20,True,-1,26,674126,grade/downsampled/20/0_00000/674126/,31360000,31360000
grade,downsampled,10,0_00000,False,True,322,321,20,20,True,-1,27,674127,grade/downsampled/20/0_00000/674127/,6460000,6460000
grade,downsampled,10,0_00000,False,True,494,493,20,20,True,-1,28,674128,grade/downsampled/20/0_00000/674128/,9900000,9900000
grade,downsampled,10,0_00000,False,True,1221,1220,20,20,True,-1,29,674129,grade/downsampled/20/0_00000/674129/,24440000,24440000
grade,downsampled,10,0_00000,False,True,604,603,20,20,True,-1,30,674130,grade/downsampled/20/0_00000/674130/,12100000,12100000
grade,downsampled,10,0_00000,False,True,5951,5950,20,20,True,-1,31,674131,grade/downsampled/20/0_00000/674131/,119040000,119040000
grade,downsampled,10,0_00000,False,True,762,761,20,20,True,-1,32,674132,grade/downsampled/20/0_00000/674132/,15260000,15260000
grade,downsampled,10,0_00000,False,True,1540,1539,20,20,True,-1,33,674133,grade/downsampled/20/0_00000/674133/,30820000,30820000
grade,downsampled,10,0_00000,False,True,753,752,20,20,True,-1,34,674134,grade/downsampled/20/0_00000/674134/,15080000,15080000
grade,downsampled,10,0_00000,False,True,249,248,20,20,True,-1,35,674135,grade/downsampled/20/0_00000/674135/,5000000,5000000
grade,downsampled,10,0_00000,False,True,2380,2379,20,20,True,-1,36,674136,grade/downsampled/20/0_00000/674136/,47620000,47620000
grade,downsampled,10,0_00000,False,True,866,865,20,20,True,-1,37,674137,grade/downsampled/20/0_00000/674137/,17340000,17340000
grade,downsampled,10,0_00000,False,True,586,585,20,20,True,-1,38,674138,grade/downsampled/20/0_00000/674138/,11740000,11740000
grade,downsampled,10,0_00000,False,False,-1,26956,20,20,True,5,39,674139,grade/downsampled/20/0_00000/674139/,-1,-1
grade,downsampled,10,0_00000,False,True,916,915,20,20,True,-1,40,674140,grade/downsampled/20/0_00000/674140/,18340000,18340000
grade,downsampled,10,0_00000,False,True,560,559,20,20,True,-1,41,674141,grade/downsampled/20/0_00000/674141/,11220000,11220000
grade,downsampled,10,0_00000,False,True,907,906,20,20,True,-1,42,674142,grade/downsampled/20/0_00000/674142/,18160000,18160000
grade,downsampled,10,0_00000,False,True,1553,1552,20,20,True,-1,43,674143,grade/downsampled/20/0_00000/674143/,31080000,31080000
grade,downsampled,10,0_00000,False,True,431,430,20,20,True,-1,44,674144,grade/downsampled/20/0_00000/674144/,8640000,8640000
grade,downsampled,10,0_00000,False,True,820,819,20,20,True,-1,45,674145,grade/downsampled/20/0_00000/674145/,16420000,16420000
grade,downsampled,10,0_00000,False,True,1556,1555,20,20,True,-1,46,674146,grade/downsampled/20/0_00000/674146/,31140000,31140000
grade,downsampled,10,0_00000,False,True,881,880,20,20,True,-1,47,674147,grade/downsampled/20/0_00000/674147/,17640000,17640000
grade,downsampled,10,0_00000,False,True,252,251,20,20,True,-1,48,674148,grade/downsampled/20/0_00000/674148/,5060000,5060000
grade,downsampled,10,0_00000,False,True,1566,1565,20,20,True,-1,49,674149,grade/downsampled/20/0_00000/674149/,31340000,31340000
grade,truncated,10,0_00000,False,True,519,518,199,199,True,-1,0,684100,grade/truncated/20/0_00000/684100/,103938779,104000000
grade,truncated,10,0_00000,False,True,298,297,200,200,True,-1,1,684101,grade/truncated/20/0_00000/684101/,59768434,59800000
grade,truncated,10,0_00000,False,True,308,307,169,169,True,-1,2,684102,grade/truncated/20/0_00000/684102/,61766521,61800000
grade,truncated,10,0_00000,False,True,697,696,190,190,True,-1,3,684103,grade/truncated/20/0_00000/684103/,139519093,139600000
grade,truncated,10,0_00000,False,True,305,304,200,200,True,-1,4,684104,grade/truncated/20/0_00000/684104/,61156679,61200000
grade,truncated,10,0_00000,False,True,940,939,190,190,True,-1,5,684105,grade/truncated/20/0_00000/684105/,188113065,188200000
grade,truncated,10,0_00000,False,True,787,786,198,198,True,-1,6,684106,grade/truncated/20/0_00000/684106/,157535810,157600000
grade,truncated,10,0_00000,False,True,748,747,170,170,True,-1,7,684107,grade/truncated/20/0_00000/684107/,149719873,149800000
grade,truncated,10,0_00000,False,True,289,288,200,200,True,-1,8,684108,grade/truncated/20/0_00000/684108/,57965670,58000000
