problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,solved_all_training,overfit_prog_id,replicate_id,seed,directory,evals,worst_case_evals
compare-string-lengths,full,100,0_00000,False,False,-1,14836,100,100,True,0,22,591122,compare-string-lengths/full/100/0_00000/591122/,-1,-1
compare-string-lengths,full,100,0_00000,False,True,2637,2636,100,100,True,-1,23,591123,compare-string-lengths/full/100/0_00000/591123/,263799826,263800000
compare-string-lengths,full,100,0_00000,False,False,-1,13532,100,100,True,0,24,591124,compare-string-lengths/full/100/0_00000/591124/,-1,-1
compare-string-lengths,full,100,0_00000,False,False,-1,5587,100,100,True,1,25,591125,compare-string-lengths/full/100/0_00000/591125/,-1,-1
compare-string-lengths,full,100,0_00000,False,False,-1,17331,100,100,True,1,26,591126,compare-string-lengths/full/100/0_00000/591126/,-1,-1
compare-string-lengths,full,100,0_00000,False,True,164,163,100,100,True,-1,27,591127,compare-string-lengths/full/100/0_00000/591127/,16500000,16500000
compare-string-lengths,full,100,0_00000,False,True,1353,1352,100,100,True,-1,28,591128,compare-string-lengths/full/100/0_00000/591128/,135399857,135400000
compare-string-lengths,full,100,0_00000,False,True,18418,18417,100,100,True,-1,29,591129,compare-string-lengths/full/100/0_00000/591129/,1841898182,1841900000
compare-string-lengths,full,100,0_00000,False,True,774,773,100,100,True,-1,30,591130,compare-string-lengths/full/100/0_00000/591130/,77499813,77500000
compare-string-lengths,full,100,0_00000,False,True,324,323,99,99,True,-1,31,591131,compare-string-lengths/full/100/0_00000/591131/,32499961,32500000
compare-string-lengths,full,100,0_00000,False,True,491,490,100,100,True,-1,32,591132,compare-string-lengths/full/100/0_00000/591132/,49199844,49200000
compare-string-lengths,full,100,0_00000,False,True,320,319,100,100,True,-1,33,591133,compare-string-lengths/full/100/0_00000/591133/,32099987,32100000
compare-string-lengths,full,100,0_00000,False,True,3571,3570,100,100,True,-1,34,591134,compare-string-lengths/full/100/0_00000/591134/,357199229,357200000
compare-string-lengths,full,100,0_00000,False,False,-1,16622,100,100,True,0,35,591135,compare-string-lengths/full/100/0_00000/591135/,-1,-1
compare-string-lengths,full,100,0_00000,False,False,-1,4956,100,100,True,0,36,591136,compare-string-lengths/full/100/0_00000/591136/,-1,-1
compare-string-lengths,full,100,0_00000,False,False,-1,7403,100,100,True,0,37,591137,compare-string-lengths/full/100/0_00000/591137/,-1,-1
compare-string-lengths,full,100,0_00000,False,True,212,211,100,100,True,-1,38,591138,compare-string-lengths/full/100/0_00000/591138/,21299989,21300000
compare-string-lengths,full,100,0_00000,False,True,263,262,100,100,True,-1,39,591139,compare-string-lengths/full/100/0_00000/591139/,26400000,26400000
compare-string-lengths,full,100,0_00000,False,False,-1,10642,100,100,True,2,40,591140,compare-string-lengths/full/100/0_00000/591140/,-1,-1
compare-string-lengths,full,100,0_00000,False,True,8790,8789,100,100,True,-1,41,591141,compare-string-lengths/full/100/0_00000/591141/,879099039,879100000
compare-string-lengths,full,100,0_00000,False,False,-1,11138,100,100,True,0,42,591142,compare-string-lengths/full/100/0_00000/591142/,-1,-1
compare-string-lengths,full,100,0_00000,False,True,842,841,100,100,True,-1,43,591143,compare-string-lengths/full/100/0_00000/591143/,84299978,84300000
compare-string-lengths,full,100,0_00000,False,True,549,548,100,100,True,-1,44,591144,compare-string-lengths/full/100/0_00000/591144/,54999973,55000000
compare-string-lengths,full,100,0_00000,False,True,839,838,99,99,True,-1,45,591145,compare-string-lengths/full/100/0_00000/591145/,83999867,84000000
compare-string-lengths,full,100,0_00000,False,True,1124,1123,100,100,True,-1,46,591146,compare-string-lengths/full/100/0_00000/591146/,112499836,112500000
compare-string-lengths,full,100,0_00000,False,True,661,660,99,99,True,-1,47,591147,compare-string-lengths/full/100/0_00000/591147/,66199939,66200000
compare-string-lengths,full,100,0_00000,False,True,356,355,99,99,True,-1,48,591148,compare-string-lengths/full/100/0_00000/591148/,35699906,35700000
compare-string-lengths,full,100,0_00000,False,True,1253,1252,99,99,True,-1,49,591149,compare-string-lengths/full/100/0_00000/591149/,125399969,125400000
smallest,cohort,10,0_00000,False,True,221,220,10,10,True,-1,0,264100,smallest/cohort/10/0_00000/264100/,2219995,2220000
smallest,cohort,10,0_00000,False,True,488,487,10,10,True,-1,1,264101,smallest/cohort/10/0_00000/264101/,4889973,4890000
smallest,cohort,10,0_00000,False,True,325,324,10,10,True,-1,2,264102,smallest/cohort/10/0_00000/264102/,3260000,3260000
smallest,cohort,10,0_00000,False,True,470,469,10,10,True,-1,3,264103,smallest/cohort/10/0_00000/264103/,4709992,4710000
smallest,cohort,10,0_00000,False,True,122,121,10,10,True,-1,4,264104,smallest/cohort/10/0_00000/264104/,1230000,1230000
smallest,cohort,10,0_00000,False,True,179,178,10,10,True,-1,5,264105,smallest/cohort/10/0_00000/264105/,1799997,1800000
smallest,cohort,10,0_00000,False,True,5263,5262,10,10,True,-1,6,264106,smallest/cohort/10/0_00000/264106/,52639931,52640000
smallest,cohort,10,0_00000,False,True,499,498,10,10,True,-1,7,264107,smallest/cohort/10/0_00000/264107/,5000000,5000000
smallest,cohort,10,0_00000,False,True,251,250,10,10,True,-1,8,264108,smallest/cohort/10/0_00000/264108/,2520000,2520000
smallest,cohort,10,0_00000,False,False,-1,19103,10,10,True,1,9,264109,smallest/cohort/10/0_00000/264109/,-1,-1
smallest,cohort,10,0_00000,False,True,1150,1149,10,10,True,-1,10,264110,smallest/cohort/10/0_00000/264110/,11509993,11510000
smallest,cohort,10,0_00000,False,False,-1,13256,10,10,True,1,11,264111,smallest/cohort/10/0_00000/264111/,-1,-1
smallest,cohort,10,0_00000,False,True,1064,1063,10,10,True,-1,12,264112,smallest/cohort/10/0_00000/264112/,10649999,10650000
smallest,cohort,10,0_00000,False,True,363,362,10,10,True,-1,13,264113,smallest/cohort/10/0_00000/264113/,3640000,3640000
smallest,cohort,10,0_00000,False,True,142,141,10,10,True,-1,14,264114,smallest/cohort/10/0_00000/264114/,1429994,1430000
smallest,cohort,10,0_00000,False,True,2650,2649,10,10,True,-1,15,264115,smallest/cohort/10/0_00000/264115/,26509974,26510000
smallest,cohort,10,0_00000,False,True,152,151,10,10,True,-1,16,264116,smallest/cohort/10/0_00000/264116/,1530000,1530000
smallest,cohort,10,0_00000,False,True,553,552,10,10,True,-1,17,264117,smallest/cohort/10/0_00000/264117/,5539982,5540000
smallest,cohort,10,0_00000,False,True,320,319,10,10,True,-1,18,264118,smallest/cohort/10/0_00000/264118/,3209998,3210000
smallest,cohort,10,0_00000,False,True,982,981,10,10,True,-1,19,264119,smallest/cohort/10/0_00000/264119/,9829985,9830000
smallest,cohort,10,0_00000,False,True,1209,1208,10,10,True,-1,20,264120,smallest/cohort/10/0_00000/264120/,12099998,12100000
smallest,cohort,10,0_00000,False,True,747,746,10,10,True,-1,21,264121,smallest/cohort/10/0_00000/264121/,7479987,7480000
smallest,cohort,10,0_00000,False,True,680,679,10,10,True,-1,22,264122,smallest/cohort/10/0_00000/264122/,6809992,6810000
smallest,cohort,10,0_00000,False,True,3927,3926,10,10,True,-1,23,264123,smallest/cohort/10/0_00000/264123/,39279905,39280000
smallest,cohort,10,0_00000,False,True,1802,1801,10,10,True,-1,24,264124,smallest/cohort/10/0_00000/264124/,18029990,18030000
smallest,cohort,10,0_00000,False,True,1450,1449,10,10,True,-1,25,264125,smallest/cohort/10/0_00000/264125/,14509994,14510000
smallest,cohort,10,0_00000,False,True,2383,2382,10,10,True,-1,26,264126,smallest/cohort/10/0_00000/264126/,23839942,23840000
smallest,cohort,10,0_00000,False,True,2058,2057,10,10,True,-1,27,264127,smallest/cohort/10/0_00000/264127/,20589973,20590000
smallest,cohort,10,0_00000,False,True,297,296,10,10,True,-1,28,264128,smallest/cohort/10/0_00000/264128/,2979996,2980000
smallest,cohort,10,0_00000,False,True,526,525,10,10,True,-1,29,264129,smallest/cohort/10/0_00000/264129/,5269982,5270000
smallest,cohort,10,0_00000,False,True,380,379,10,10,True,-1,30,264130,smallest/cohort/10/0_00000/264130/,3810000,3810000
smallest,cohort,10,0_00000,False,True,580,579,10,10,True,-1,31,264131,smallest/cohort/10/0_00000/264131/,5809995,5810000
smallest,cohort,10,0_00000,False,True,10363,10362,10,10,True,-1,32,264132,smallest/cohort/10/0_00000/264132/,103639875,103640000
smallest,cohort,10,0_00000,False,True,1340,1339,10,10,True,-1,33,264133,smallest/cohort/10/0_00000/264133/,13409982,13410000
smallest,cohort,10,0_00000,False,True,2544,2543,10,10,True,-1,34,264134,smallest/cohort/10/0_00000/264134/,25449990,25450000
smallest,cohort,10,0_00000,False,True,6937,6936,10,10,True,-1,35,264135,smallest/cohort/10/0_00000/264135/,69379958,69380000
smallest,cohort,10,0_00000,False,True,334,333,10,10,True,-1,36,264136,smallest/cohort/10/0_00000/264136/,3349994,3350000
smallest,cohort,10,0_00000,False,False,-1,15901,10,10,True,0,37,264137,smallest/cohort/10/0_00000/264137/,-1,-1
smallest,cohort,10,0_00000,False,True,622,621,10,10,True,-1,38,264138,smallest/cohort/10/0_00000/264138/,6229996,6230000
smallest,cohort,10,0_00000,False,True,322,321,10,10,True,-1,39,264139,smallest/cohort/10/0_00000/264139/,3230000,3230000
smallest,cohort,10,0_00000,False,True,974,973,10,10,True,-1,40,264140,smallest/cohort/10/0_00000/264140/,9749985,9750000
smallest,cohort,10,0_00000,False,True,696,695,10,10,True,-1,41,264141,smallest/cohort/10/0_00000/264141/,6969998,6970000
smallest,cohort,10,0_00000,False,True,299,298,10,10,True,-1,42,264142,smallest/cohort/10/0_00000/264142/,2999995,3000000
smallest,cohort,10,0_00000,False,True,570,569,10,10,True,-1,43,264143,smallest/cohort/10/0_00000/264143/,5709994,5710000
smallest,cohort,10,0_00000,False,True,177,176,10,10,True,-1,44,264144,smallest/cohort/10/0_00000/264144/,1780000,1780000
smallest,cohort,10,0_00000,False,True,1950,1949,10,10,True,-1,45,264145,smallest/cohort/10/0_00000/264145/,19509989,19510000
smallest,cohort,10,0_00000,False,True,555,554,10,10,True,-1,46,264146,smallest/cohort/10/0_00000/264146/,5559989,5560000
smallest,cohort,10,0_00000,False,True,43,42,10,10,True,-1,47,264147,smallest/cohort/10/0_00000/264147/,439994,440000
smallest,cohort,10,0_00000,False,True,310,309,10,10,True,-1,48,264148,smallest/cohort/10/0_00000/264148/,3109993,3110000
smallest,cohort,10,0_00000,False,True,864,863,10,10,True,-1,49,264149,smallest/cohort/10/0_00000/264149/,8649997,8650000
smallest,downsampled,10,0_00000,False,True,517,516,10,10,True,-1,0,274100,smallest/downsampled/10/0_00000/274100/,5180000,5180000
smallest,downsampled,10,0_00000,False,True,447,446,10,10,True,-1,1,274101,smallest/downsampled/10/0_00000/274101/,4480000,4480000
smallest,downsampled,10,0_00000,False,True,283,282,10,10,True,-1,2,274102,smallest/downsampled/10/0_00000/274102/,2840000,2840000
smallest,downsampled,10,0_00000,False,True,540,539,10,10,True,-1,3,274103,smallest/downsampled/10/0_00000/274103/,5410000,5410000
smallest,downsampled,10,0_00000,False,True,784,783,10,10,True,-1,4,274104,smallest/downsampled/10/0_00000/274104/,7850000,7850000
smallest,downsampled,10,0_00000,False,True,223,222,10,10,True,-1,5,274105,smallest/downsampled/10/0_00000/274105/,2240000,2240000
smallest,downsampled,10,0_00000,False,True,284,283,10,10,True,-1,6,274106,smallest/downsampled/10/0_00000/274106/,2850000,2850000
smallest,downsampled,10,0_00000,False,True,791,790,10,10,True,-1,7,274107,smallest/downsampled/10/0_00000/274107/,7920000,7920000
smallest,downsampled,10,0_00000,False,True,1999,1998,10,10,True,-1,8,274108,smallest/downsampled/10/0_00000/274108/,20000000,20000000
smallest,downsampled,10,0_00000,False,True,515,514,10,10,True,-1,9,274109,smallest/downsampled/10/0_00000/274109/,5160000,5160000
smallest,downsampled,10,0_00000,False,True,627,626,10,10,True,-1,10,274110,smallest/downsampled/10/0_00000/274110/,6280000,6280000
smallest,downsampled,10,0_00000,False,True,1086,1085,10,10,True,-1,11,274111,smallest/downsampled/10/0_00000/274111/,10870000,10870000
smallest,downsampled,10,0_00000,False,True,81,80,10,10,True,-1,12,274112,smallest/downsampled/10/0_00000/274112/,820000,820000
smallest,downsampled,10,0_00000,False,True,565,564,10,10,True,-1,13,274113,smallest/downsampled/10/0_00000/274113/,5660000,5660000
smallest,downsampled,10,0_00000,False,True,101,100,10,10,True,-1,14,274114,smallest/downsampled/10/0_00000/274114/,1020000,1020000
smallest,downsampled,10,0_00000,False,True,1483,1482,10,10,True,-1,15,274115,smallest/downsampled/10/0_00000/274115/,14840000,14840000
smallest,downsampled,10,0_00000,False,True,587,586,10,10,True,-1,16,274116,smallest/downsampled/10/0_00000/274116/,5880000,5880000
smallest,downsampled,10,0_00000,False,True,2959,2958,10,10,True,-1,17,274117,smallest/downsampled/10/0_00000/274117/,29600000,29600000
smallest,downsampled,10,0_00000,False,True,679,678,10,10,True,-1,18,274118,smallest/downsampled/10/0_00000/274118/,6800000,6800000
smallest,downsampled,10,0_00000,False,True,699,698,10,10,True,-1,19,274119,smallest/downsampled/10/0_00000/274119/,7000000,7000000
smallest,downsampled,10,0_00000,False,True,1056,1055,10,10,True,-1,20,274120,smallest/downsampled/10/0_00000/274120/,10570000,10570000
smallest,downsampled,10,0_00000,False,True,348,347,10,10,True,-1,21,274121,smallest/downsampled/10/0_00000/274121/,3490000,3490000
smallest,downsampled,10,0_00000,False,True,59,58,10,10,True,-1,22,274122,smallest/downsampled/10/0_00000/274122/,600000,600000
smallest,downsampled,10,0_00000,False,True,543,542,10,10,True,-1,23,274123,smallest/downsampled/10/0_00000/274123/,5440000,5440000
smallest,downsampled,10,0_00000,False,True,269,268,10,10,True,-1,24,274124,smallest/downsampled/10/0_00000/274124/,2700000,2700000
smallest,downsampled,10,0_00000,False,True,1398,1397,10,10,True,-1,25,274125,smallest/downsampled/10/0_00000/274125/,13990000,13990000
smallest,downsampled,10,0_00000,False,True,1428,1427,10,10,True,-1,26,274126,smallest/downsampled/10/0_00000/274126/,14290000,14290000
smallest,downsampled,10,0_00000,False,True,247,246,10,10,True,-1,27,274127,smallest/downsampled/10/0_00000/274127/,2480000,2480000
smallest,downsampled,10,0_00000,False,True,783,782,10,10,True,-1,28,274128,smallest/downsampled/10/0_00000/274128/,7840000,7840000
smallest,downsampled,10,0_00000,False,True,183,182,10,10,True,-1,29,274129,smallest/downsampled/10/0_00000/274129/,1840000,1840000
smallest,downsampled,10,0_00000,False,True,580,579,10,10,True,-1,30,274130,smallest/downsampled/10/0_00000/274130/,5810000,5810000
smallest,downsampled,10,0_00000,False,True,1181,1180,10,10,True,-1,31,274131,smallest/downsampled/10/0_00000/274131/,11820000,11820000
smallest,downsampled,10,0_00000,False,True,156,155,10,10,True,-1,32,274132,smallest/downsampled/10/0_00000/274132/,1570000,1570000
smallest,downsampled,10,0_00000,False,True,442,441,10,10,True,-1,33,274133,smallest/downsampled/10/0_00000/274133/,4430000,4430000
smallest,downsampled,10,0_00000,False,True,845,844,10,10,True,-1,34,274134,smallest/downsampled/10/0_00000/274134/,8460000,8460000
smallest,downsampled,10,0_00000,False,True,912,911,10,10,True,-1,35,274135,smallest/downsampled/10/0_00000/274135/,9130000,9130000
smallest,downsampled,10,0_00000,False,True,277,276,10,10,True,-1,36,274136,smallest/downsampled/10/0_00000/274136/,2780000,2780000
smallest,downsampled,10,0_00000,False,True,1520,1519,10,10,True,-1,37,274137,smallest/downsampled/10/0_00000/274137/,15210000,15210000
smallest,downsampled,10,0_00000,False,True,1722,1721,10,10,True,-1,38,274138,smallest/downsampled/10/0_00000/274138/,17230000,17230000
smallest,downsampled,10,0_00000,False,True,391,390,10,10,True,-1,39,274139,smallest/downsampled/10/0_00000/274139/,3920000,3920000
smallest,downsampled,10,0_00000,False,True,578,577,10,10,True,-1,40,274140,smallest/downsampled/10/0_00000/274140/,5790000,5790000
smallest,downsampled,10,0_00000,False,True,278,277,10,10,True,-1,41,274141,smallest/downsampled/10/0_00000/274141/,2790000,2790000
smallest,downsampled,10,0_00000,False,True,436,435,10,10,True,-1,42,274142,smallest/downsampled/10/0_00000/274142/,4370000,4370000
smallest,downsampled,10,0_00000,False,True,329,328,10,10,True,-1,43,274143,smallest/downsampled/10/0_00000/274143/,3300000,3300000
smallest,downsampled,10,0_00000,False,True,1128,1127,10,10,True,-1,44,274144,smallest/downsampled/10/0_00000/274144/,11290000,11290000
smallest,downsampled,10,0_00000,False,True,575,574,10,10,True,-1,45,274145,smallest/downsampled/10/0_00000/274145/,5760000,5760000
smallest,downsampled,10,0_00000,False,True,270,269,10,10,True,-1,46,274146,smallest/downsampled/10/0_00000/274146/,2710000,2710000
smallest,downsampled,10,0_00000,False,True,971,970,10,10,True,-1,47,274147,smallest/downsampled/10/0_00000/274147/,9720000,9720000
smallest,downsampled,10,0_00000,False,True,356,355,10,10,True,-1,48,274148,smallest/downsampled/10/0_00000/274148/,3570000,3570000
smallest,downsampled,10,0_00000,False,True,558,557,10,10,True,-1,49,274149,smallest/downsampled/10/0_00000/274149/,5590000,5590000
smallest,truncated,10,0_00000,False,True,92,91,97,97,True,-1,0,284100,smallest/truncated/10/0_00000/284100/,9300000,9300000
smallest,truncated,10,0_00000,False,True,124,123,100,100,True,-1,1,284101,smallest/truncated/10/0_00000/284101/,12500000,12500000
smallest,truncated,10,0_00000,False,True,160,159,100,100,True,-1,2,284102,smallest/truncated/10/0_00000/284102/,16099855,16100000
smallest,truncated,10,0_00000,False,False,-1,7618,100,100,True,1,3,284103,smallest/truncated/10/0_00000/284103/,-1,-1
smallest,truncated,10,0_00000,False,True,183,182,95,95,True,-1,4,284104,smallest/truncated/10/0_00000/284104/,18399921,18400000
smallest,truncated,10,0_00000,False,True,386,385,100,100,True,-1,5,284105,smallest/truncated/10/0_00000/284105/,38699979,38700000
smallest,truncated,10,0_00000,False,True,271,270,100,100,True,-1,6,284106,smallest/truncated/10/0_00000/284106/,27199946,27200000
smallest,truncated,10,0_00000,False,True,433,432,100,100,True,-1,7,284107,smallest/truncated/10/0_00000/284107/,43399952,43400000
smallest,truncated,10,0_00000,False,True,420,419,100,100,True,-1,8,284108,smallest/truncated/10/0_00000/284108/,42099911,42100000
smallest,truncated,10,0_00000,False,True,379,378,100,100,True,-1,9,284109,smallest/truncated/10/0_00000/284109/,37999954,38000000
smallest,truncated,10,0_00000,False,False,-1,3973,100,100,True,1,10,284110,smallest/truncated/10/0_00000/284110/,-1,-1
smallest,truncated,10,0_00000,False,True,106,105,100,100,True,-1,11,284111,smallest/truncated/10/0_00000/284111/,10700000,10700000
smallest,truncated,10,0_00000,False,True,649,648,100,100,True,-1,12,284112,smallest/truncated/10/0_00000/284112/,64999814,65000000
smallest,truncated,10,0_00000,False,True,682,681,100,100,True,-1,13,284113,smallest/truncated/10/0_00000/284113/,68299985,68300000
smallest,truncated,10,0_00000,False,True,1306,1305,100,100,True,-1,14,284114,smallest/truncated/10/0_00000/284114/,130699800,130700000
smallest,truncated,10,0_00000,False,True,251,250,100,100,True,-1,15,284115,smallest/truncated/10/0_00000/284115/,25200000,25200000
smallest,truncated,10,0_00000,False,True,187,186,100,100,True,-1,16,284116,smallest/truncated/10/0_00000/284116/,18800000,18800000
smallest,truncated,10,0_00000,False,True,775,774,100,100,True,-1,17,284117,smallest/truncated/10/0_00000/284117/,77599914,77600000
smallest,truncated,10,0_00000,False,True,219,218,100,100,True,-1,18,284118,smallest/truncated/10/0_00000/284118/,21999940,22000000
smallest,truncated,10,0_00000,False,True,2336,2335,100,100,True,-1,19,284119,smallest/truncated/10/0_00000/284119/,233699047,233700000
smallest,truncated,10,0_00000,False,True,844,843,100,100,True,-1,20,284120,smallest/truncated/10/0_00000/284120/,84499937,84500000
smallest,truncated,10,0_00000,False,True,602,601,100,100,True,-1,21,284121,smallest/truncated/10/0_00000/284121/,60299985,60300000
smallest,truncated,10,0_00000,False,True,117,116,100,100,True,-1,22,284122,smallest/truncated/10/0_00000/284122/,11799992,11800000
smallest,truncated,10,0_00000,False,True,500,499,100,100,True,-1,23,284123,smallest/truncated/10/0_00000/284123/,50099946,50100000
smallest,truncated,10,0_00000,False,True,92,91,100,100,True,-1,24,284124,smallest/truncated/10/0_00000/284124/,9300000,9300000
smallest,truncated,10,0_00000,False,True,2164,2163,100,100,True,-1,25,284125,smallest/truncated/10/0_00000/284125/,216498455,216500000
smallest,truncated,10,0_00000,False,True,3335,3334,100,100,True,-1,26,284126,smallest/truncated/10/0_00000/284126/,333599795,333600000
smallest,truncated,10,0_00000,False,True,827,826,100,100,True,-1,27,284127,smallest/truncated/10/0_00000/284127/,82799780,82800000
smallest,truncated,10,0_00000,False,True,148,147,97,97,True,-1,28,284128,smallest/truncated/10/0_00000/284128/,14900000,14900000
smallest,truncated,10,0_00000,False,True,105,104,100,100,True,-1,29,284129,smallest/truncated/10/0_00000/284129/,10600000,10600000
smallest,truncated,10,0_00000,False,True,5087,5086,100,100,True,-1,30,284130,smallest/truncated/10/0_00000/284130/,508799350,508800000
smallest,truncated,10,0_00000,False,True,392,391,100,100,True,-1,31,284131,smallest/truncated/10/0_00000/284131/,39299966,39300000
smallest,truncated,10,0_00000,False,True,345,344,100,100,True,-1,32,284132,smallest/truncated/10/0_00000/284132/,34599935,34600000
smallest,truncated,10,0_00000,False,True,163,162,100,100,True,-1,33,284133,smallest/truncated/10/0_00000/284133/,16399965,16400000
smallest,truncated,10,0_00000,False,True,149,148,100,100,True,-1,34,284134,smallest/truncated/10/0_00000/284134/,14999960,15000000
smallest,truncated,10,0_00000,False,False,-1,9805,100,100,True,1,35,284135,smallest/truncated/10/0_00000/284135/,-1,-1
smallest,truncated,10,0_00000,False,False,-1,3335,100,100,True,1,36,284136,smallest/truncated/10/0_00000/284136/,-1,-1
smallest,truncated,10,0_00000,False,True,290,289,100,100,True,-1,37,284137,smallest/truncated/10/0_00000/284137/,29099836,29100000
smallest,truncated,10,0_00000,False,True,285,284,100,100,True,-1,38,284138,smallest/truncated/10/0_00000/284138/,28599983,28600000
smallest,truncated,10,0_00000,False,True,110,109,100,100,True,-1,39,284139,smallest/truncated/10/0_00000/284139/,11100000,11100000
smallest,truncated,10,0_00000,False,True,15509,15508,100,100,True,-1,40,284140,smallest/truncated/10/0_00000/284140/,1550998411,1551000000
smallest,truncated,10,0_00000,False,True,236,235,100,100,True,-1,41,284141,smallest/truncated/10/0_00000/284141/,23699882,23700000
smallest,truncated,10,0_00000,False,True,538,537,100,100,True,-1,42,284142,smallest/truncated/10/0_00000/284142/,53900000,53900000
smallest,truncated,10,0_00000,False,True,2241,2240,100,100,True,-1,43,284143,smallest/truncated/10/0_00000/284143/,224199675,224200000
smallest,truncated,10,0_00000,False,True,172,171,100,100,True,-1,44,284144,smallest/truncated/10/0_00000/284144/,17300000,17300000
smallest,truncated,10,0_00000,False,True,143,142,94,94,True,-1,45,284145,smallest/truncated/10/0_00000/284145/,14400000,14400000
smallest,truncated,10,0_00000,False,True,14,13,98,98,True,-1,46,284146,smallest/truncated/10/0_00000/284146/,1500000,1500000
smallest,truncated,10,0_00000,False,True,908,907,100,100,True,-1,47,284147,smallest/truncated/10/0_00000/284147/,90899582,90900000
smallest,truncated,10,0_00000,False,True,424,423,100,100,True,-1,48,284148,smallest/truncated/10/0_00000/284148/,42499968,42500000
smallest,truncated,10,0_00000,False,False,-1,11961,100,100,True,1,49,284149,smallest/truncated/10/0_00000/284149/,-1,-1
median,cohort,10,0_00000,False,True,595,594,10,10,True,-1,0,464100,median/cohort/10/0_00000/464100/,5959993,5960000
median,cohort,10,0_00000,False,True,147,146,10,10,True,-1,1,464101,median/cohort/10/0_00000/464101/,1480000,1480000
median,cohort,10,0_00000,False,True,7239,7238,10,10,True,-1,2,464102,median/cohort/10/0_00000/464102/,72399982,72400000
median,cohort,10,0_00000,False,True,3628,3627,10,10,True,-1,3,464103,median/cohort/10/0_00000/464103/,36289995,36290000
median,cohort,10,0_00000,False,True,583,582,10,10,True,-1,4,464104,median/cohort/10/0_00000/464104/,5839993,5840000
median,cohort,10,0_00000,False,True,732,731,10,10,True,-1,5,464105,median/cohort/10/0_00000/464105/,7329994,7330000
median,cohort,10,0_00000,True,False,-1,30000,10,10,True,3,6,464106,median/cohort/10/0_00000/464106/,-1,-1
median,cohort,10,0_00000,True,False,-1,30000,10,10,True,1,7,464107,median/cohort/10/0_00000/464107/,-1,-1
median,cohort,10,0_00000,False,True,425,424,10,10,True,-1,8,464108,median/cohort/10/0_00000/464108/,4260000,4260000
median,cohort,10,0_00000,True,False,-1,30000,10,10,False,-1,9,464109,median/cohort/10/0_00000/464109/,-1,-1
median,cohort,10,0_00000,False,True,12995,12994,10,10,True,-1,10,464110,median/cohort/10/0_00000/464110/,129959804,129960000
median,cohort,10,0_00000,False,True,1540,1539,10,10,True,-1,11,464111,median/cohort/10/0_00000/464111/,15409946,15410000
median,cohort,10,0_00000,False,True,2251,2250,10,10,True,-1,12,464112,median/cohort/10/0_00000/464112/,22519987,22520000
median,cohort,10,0_00000,False,True,381,380,10,10,True,-1,13,464113,median/cohort/10/0_00000/464113/,3819992,3820000
median,cohort,10,0_00000,False,True,654,653,10,10,True,-1,14,464114,median/cohort/10/0_00000/464114/,6549988,6550000
median,cohort,10,0_00000,False,True,1278,1277,10,10,True,-1,15,464115,median/cohort/10/0_00000/464115/,12790000,12790000
median,cohort,10,0_00000,True,False,-1,30000,10,10,True,0,16,464116,median/cohort/10/0_00000/464116/,-1,-1
median,cohort,10,0_00000,False,True,9755,9754,10,10,True,-1,17,464117,median/cohort/10/0_00000/464117/,97559900,97560000
median,cohort,10,0_00000,False,True,3893,3892,10,10,True,-1,18,464118,median/cohort/10/0_00000/464118/,38939856,38940000
median,cohort,10,0_00000,False,True,200,199,10,10,True,-1,19,464119,median/cohort/10/0_00000/464119/,2010000,2010000
median,cohort,10,0_00000,False,True,381,380,10,10,True,-1,20,464120,median/cohort/10/0_00000/464120/,3819986,3820000
median,cohort,10,0_00000,False,True,217,216,10,10,True,-1,21,464121,median/cohort/10/0_00000/464121/,2179993,2180000
median,cohort,10,0_00000,False,True,215,214,10,10,True,-1,22,464122,median/cohort/10/0_00000/464122/,2160000,2160000
median,cohort,10,0_00000,False,True,982,981,10,10,True,-1,23,464123,median/cohort/10/0_00000/464123/,9829983,9830000
median,cohort,10,0_00000,False,True,138,137,10,10,True,-1,24,464124,median/cohort/10/0_00000/464124/,1390000,1390000
median,cohort,10,0_00000,False,True,94,93,10,10,True,-1,25,464125,median/cohort/10/0_00000/464125/,950000,950000
median,cohort,10,0_00000,False,True,153,152,10,10,True,-1,26,464126,median/cohort/10/0_00000/464126/,1540000,1540000
median,cohort,10,0_00000,False,True,305,304,10,10,True,-1,27,464127,median/cohort/10/0_00000/464127/,3059992,3060000
median,cohort,10,0_00000,False,True,275,274,10,10,True,-1,28,464128,median/cohort/10/0_00000/464128/,2759996,2760000
median,cohort,10,0_00000,True,False,-1,30000,10,10,True,0,29,464129,median/cohort/10/0_00000/464129/,-1,-1
median,cohort,10,0_00000,False,True,306,305,10,10,True,-1,30,464130,median/cohort/10/0_00000/464130/,3070000,3070000
median,cohort,10,0_00000,False,True,188,187,10,10,True,-1,31,464131,median/cohort/10/0_00000/464131/,1889998,1890000
median,cohort,10,0_00000,False,True,406,405,10,10,True,-1,32,464132,median/cohort/10/0_00000/464132/,4069991,4070000
median,cohort,10,0_00000,False,True,182,181,10,10,True,-1,33,464133,median/cohort/10/0_00000/464133/,1830000,1830000
median,cohort,10,0_00000,False,True,160,159,10,10,True,-1,34,464134,median/cohort/10/0_00000/464134/,1609998,1610000
median,cohort,10,0_00000,False,True,384,383,10,10,True,-1,35,464135,median/cohort/10/0_00000/464135/,3849997,3850000
